"","date","googlehits","team","odds","propTVMarketSize","winpct","attendance","attgame","payroll","date_ts","month","year","playoffs","phase","is_playoffs","Month","mlb_searches","googlehits_orig","mlb_searches_orig"
"1",2004-01-01,-1.4726426087836,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Jan",1,2004,"No Playoffs","Off-Season",0,"2004-01-01",-2.79488860173351,0,4
"2",2004-02-01,-1.4726426087836,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Feb",2,2004,"No Playoffs","Off-Season",0,"2004-02-01",-2.16597391398202,0,6
"3",2004-03-01,-0.47460365222162,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Mar",3,2004,"No Playoffs","Off-Season",0,"2004-03-01",-1.59504700447539,1,8
"4",2004-04-01,-0.47460365222162,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Apr",4,2004,"No Playoffs","Opening",0,"2004-04-01",-0.428348719716525,1,13
"5",2004-05-01,-0.47460365222162,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 May",5,2004,"No Playoffs","Season",0,"2004-05-01",-0.527196301413635,1,12
"6",2004-06-01,-0.47460365222162,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Jun",6,2004,"No Playoffs","Season",0,"2004-06-01",-0.280711741559435,1,15
"7",2004-07-01,-0.47460365222162,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Jul",7,2004,"No Playoffs","Season",0,"2004-07-01",-0.280711741559435,1,15
"8",2004-08-01,-0.47460365222162,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Aug",8,2004,"No Playoffs","Season",0,"2004-08-01",-0.678315621419004,1,11
"9",2004-09-01,-0.47460365222162,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Sep",9,2004,"No Playoffs","Season",0,"2004-09-01",-0.428348719716525,1,13
"10",2004-10-01,-1.4726426087836,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Oct",10,2004,"No Playoffs","Playoffs",1,"2004-10-01",0.0630117351366661,0,21
"11",2004-11-01,-1.4726426087836,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Nov",11,2004,"No Playoffs","Off-Season",0,"2004-11-01",-2.16597391398202,0,6
"12",2004-12-01,-1.4726426087836,"Arizona Diamondbacks",1600,1880000,0.315,2519560,31106,69780750,"2004 Dec",12,2004,"No Playoffs","Off-Season",0,"2004-12-01",-1.59504700447539,0,8
"13",2005-01-01,-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Jan",1,2005,"No Playoffs","Off-Season",0,"2005-01-01",-2.16597391398202,0,6
"14",2005-02-01,-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Feb",2,2005,"No Playoffs","Off-Season",0,"2005-02-01",-1.80863676616676,0,7
"15",2005-03-01,-0.47460365222162,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Mar",3,2005,"No Playoffs","Off-Season",0,"2005-03-01",-1.25030704523448,1,9
"16",2005-04-01,-0.47460365222162,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Apr",4,2005,"No Playoffs","Opening",0,"2005-04-01",-0.132624904872305,1,17
"17",2005-05-01,-0.47460365222162,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 May",5,2005,"No Playoffs","Season",0,"2005-05-01",-0.280711741559435,1,15
"18",2005-06-01,-0.47460365222162,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Jun",6,2005,"No Playoffs","Season",0,"2005-06-01",-0.0314902347783052,1,19
"19",2005-07-01,-0.47460365222162,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Jul",7,2005,"No Playoffs","Season",0,"2005-07-01",0.0251906888255307,1,20
"20",2005-08-01,-0.47460365222162,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Aug",8,2005,"No Playoffs","Season",0,"2005-08-01",-0.202887568978906,1,16
"21",2005-09-01,-0.47460365222162,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Sep",9,2005,"No Playoffs","Season",0,"2005-09-01",-0.202887568978906,1,16
"22",2005-10-01,-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19
"23",2005-11-01,-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Nov",11,2005,"No Playoffs","Off-Season",0,"2005-11-01",-2.16597391398202,0,6
"24",2005-12-01,-1.4726426087836,"Arizona Diamondbacks",12000,1880000,0.475,2059424,25425,62629166,"2005 Dec",12,2005,"No Playoffs","Off-Season",0,"2005-12-01",-1.25030704523448,0,9
"25",2006-01-01,-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Jan",1,2006,"No Playoffs","Off-Season",0,"2006-01-01",-1.80863676616676,0,7
"26",2006-02-01,-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Feb",2,2006,"No Playoffs","Off-Season",0,"2006-02-01",-1.80863676616676,0,7
"27",2006-03-01,-0.47460365222162,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Mar",3,2006,"No Playoffs","Off-Season",0,"2006-03-01",-0.678315621419004,1,11
"28",2006-04-01,-0.47460365222162,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Apr",4,2006,"No Playoffs","Opening",0,"2006-04-01",0.100923163254078,1,22
"29",2006-05-01,-0.47460365222162,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 May",5,2006,"No Playoffs","Season",0,"2006-05-01",-0.0314902347783052,1,19
"30",2006-06-01,-0.47460365222162,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Jun",6,2006,"No Playoffs","Season",0,"2006-06-01",0.151708081234427,1,23
"31",2006-07-01,-0.47460365222162,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Jul",7,2006,"No Playoffs","Season",0,"2006-07-01",0.274167651532475,1,25
"32",2006-08-01,-0.47460365222162,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Aug",8,2006,"No Playoffs","Season",0,"2006-08-01",-0.0314902347783052,1,19
"33",2006-09-01,-0.47460365222162,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Sep",9,2006,"No Playoffs","Season",0,"2006-09-01",-0.0819527242892188,1,18
"34",2006-10-01,-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Oct",10,2006,"No Playoffs","Playoffs",1,"2006-10-01",0.0251906888255307,0,20
"35",2006-11-01,-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Nov",11,2006,"No Playoffs","Off-Season",0,"2006-11-01",-1.25030704523448,0,9
"36",2006-12-01,-1.4726426087836,"Arizona Diamondbacks",10000,1880000,0.469,2091685,25823,59984226,"2006 Dec",12,2006,"No Playoffs","Off-Season",0,"2006-12-01",-1.25030704523448,0,9
"37",2007-01-01,-1.4726426087836,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Jan",1,2007,"Lost Semi","Off-Season",0,"2007-01-01",-1.80863676616676,0,7
"38",2007-02-01,-0.47460365222162,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Feb",2,2007,"Lost Semi","Off-Season",0,"2007-02-01",-1.25030704523448,1,9
"39",2007-03-01,-0.47460365222162,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Mar",3,2007,"Lost Semi","Off-Season",0,"2007-03-01",-0.428348719716525,1,13
"40",2007-04-01,-0.47460365222162,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Apr",4,2007,"Lost Semi","Opening",0,"2007-04-01",0.274167651532475,1,25
"41",2007-05-01,-0.47460365222162,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 May",5,2007,"Lost Semi","Season",0,"2007-05-01",0.0630117351366661,1,21
"42",2007-06-01,-0.47460365222162,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Jun",6,2007,"Lost Semi","Season",0,"2007-06-01",0.373748382328,1,28
"43",2007-07-01,-0.47460365222162,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Jul",7,2007,"Lost Semi","Season",0,"2007-07-01",0.373748382328,1,28
"44",2007-08-01,-0.47460365222162,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Aug",8,2007,"Lost Semi","Season",0,"2007-08-01",0.151708081234427,1,23
"45",2007-09-01,-0.47460365222162,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Sep",9,2007,"Lost Semi","Season",0,"2007-09-01",0.274167651532475,1,25
"46",2007-10-01,0.235353963414081,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Oct",10,2007,"Lost Semi","Playoffs",1,"2007-10-01",0.326876211640212,2,26
"47",2007-11-01,-1.4726426087836,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Nov",11,2007,"Lost Semi","Off-Season",0,"2007-11-01",-0.921304173189546,0,10
"48",2007-12-01,-1.4726426087836,"Arizona Diamondbacks",5000,1880000,0.556,2325249,28707,52067546,"2007 Dec",12,2007,"Lost Semi","Off-Season",0,"2007-12-01",-0.678315621419004,0,11
"49",2008-01-01,-1.4726426087836,"Arizona Diamondbacks",1800,1880000,0.506,2509924,30987,66202712,"2008 Jan",1,2008,"No Playoffs","Off-Season",0,"2008-01-01",-1.59504700447539,0,8
"50",2008-02-01,-1.4726426087836,"Arizona Diamondbacks",1800,1880000,0.506,2509924,30987,66202712,"2008 Feb",2,2008,"No Playoffs","Off-Season",0,"2008-02-01",-0.921304173189546,0,10
"51",2008-03-01,-0.47460365222162,"Arizona Diamondbacks",1800,1880000,0.506,2509924,30987,66202712,"2008 Mar",3,2008,"No Playoffs","Off-Season",0,"2008-03-01",-0.202887568978906,1,16
"52",2008-04-01,-0.47460365222162,"Arizona Diamondbacks",1800,1880000,0.506,2509924,30987,66202712,"2008 Apr",4,2008,"No Playoffs","Opening",0,"2008-04-01",0.151708081234427,1,23
"53",2008-05-01,-0.47460365222162,"Arizona Diamondbacks",1800,1880000,0.506,2509924,30987,66202712,"2008 May",5,2008,"No Playoffs","Season",0,"2008-05-01",0.0251906888255307,1,20
"54",2008-06-01,-0.47460365222162,"Arizona Diamondbacks",1800,1880000,0.506,2509924,30987,66202712,"2008 Jun",6,2008,"No Playoffs","Season",0,"2008-06-01",0.274167651532475,1,25
"55",2008-07-01,-0.47460365222162,"Arizona Diamondbacks",1800,1880000,0.506,2509924,30987,66202712,"2008 Jul",7,2008,"No Playoffs","Season",0,"2008-07-01",0.428348719716525,1,29
"56",2008-08-01,-0.47460365222162,"Arizona Diamondbacks",1800,1880000,0.506,2509924,30987,66202712,"2008 Aug",8,2008,"No Playoffs","Season",0,"2008-08-01",0.0630117351366661,1,21
"57",2008-09-01,-0.47460365222162,"Arizona Diamondbacks",1800,1880000,0.506,2509924,30987,66202712,"2008 Sep",9,2008,"No Playoffs","Season",0,"2008-09-01",0.151708081234427,1,23
"58",2008-10-01,-1.4726426087836,"Arizona Diamondbacks",1800,1880000,0.506,2509924,30987,66202712,"2008 Oct",10,2008,"No Playoffs","Playoffs",1,"2008-10-01",0.209319760628589,0,24
"59",2008-11-01,-1.4726426087836,"Arizona Diamondbacks",1800,1880000,0.506,2509924,30987,66202712,"2008 Nov",11,2008,"No Playoffs","Off-Season",0,"2008-11-01",-1.25030704523448,0,9
"60",2008-12-01,-1.4726426087836,"Arizona Diamondbacks",1800,1880000,0.506,2509924,30987,66202712,"2008 Dec",12,2008,"No Playoffs","Off-Season",0,"2008-12-01",-0.527196301413635,0,12
"61",2009-01-01,-1.4726426087836,"Arizona Diamondbacks",2500,1880000,0.432,2128765,26281,75920666,"2009 Jan",1,2009,"No Playoffs","Off-Season",0,"2009-01-01",-0.678315621419004,0,11
"62",2009-02-01,-1.4726426087836,"Arizona Diamondbacks",2500,1880000,0.432,2128765,26281,75920666,"2009 Feb",2,2009,"No Playoffs","Off-Season",0,"2009-02-01",-0.428348719716525,0,13
"63",2009-03-01,-0.47460365222162,"Arizona Diamondbacks",2500,1880000,0.432,2128765,26281,75920666,"2009 Mar",3,2009,"No Playoffs","Off-Season",0,"2009-03-01",-0.280711741559435,1,15
"64",2009-04-01,-0.47460365222162,"Arizona Diamondbacks",2500,1880000,0.432,2128765,26281,75920666,"2009 Apr",4,2009,"No Playoffs","Opening",0,"2009-04-01",0.274167651532475,1,25
"65",2009-05-01,-0.47460365222162,"Arizona Diamondbacks",2500,1880000,0.432,2128765,26281,75920666,"2009 May",5,2009,"No Playoffs","Season",0,"2009-05-01",0.151708081234427,1,23
"66",2009-06-01,-0.47460365222162,"Arizona Diamondbacks",2500,1880000,0.432,2128765,26281,75920666,"2009 Jun",6,2009,"No Playoffs","Season",0,"2009-06-01",0.346870430791372,1,27
"67",2009-07-01,-0.47460365222162,"Arizona Diamondbacks",2500,1880000,0.432,2128765,26281,75920666,"2009 Jul",7,2009,"No Playoffs","Season",0,"2009-07-01",0.428348719716525,1,29
"68",2009-08-01,-0.47460365222162,"Arizona Diamondbacks",2500,1880000,0.432,2128765,26281,75920666,"2009 Aug",8,2009,"No Playoffs","Season",0,"2009-08-01",0.100923163254078,1,22
"69",2009-09-01,-0.47460365222162,"Arizona Diamondbacks",2500,1880000,0.432,2128765,26281,75920666,"2009 Sep",9,2009,"No Playoffs","Season",0,"2009-09-01",-0.0314902347783052,1,19
"70",2009-10-01,-1.4726426087836,"Arizona Diamondbacks",2500,1880000,0.432,2128765,26281,75920666,"2009 Oct",10,2009,"No Playoffs","Playoffs",1,"2009-10-01",0.209319760628589,0,24
"71",2009-11-01,-1.4726426087836,"Arizona Diamondbacks",2500,1880000,0.432,2128765,26281,75920666,"2009 Nov",11,2009,"No Playoffs","Off-Season",0,"2009-11-01",-0.428348719716525,0,13
"72",2009-12-01,-1.4726426087836,"Arizona Diamondbacks",2500,1880000,0.432,2128765,26281,75920666,"2009 Dec",12,2009,"No Playoffs","Off-Season",0,"2009-12-01",-0.921304173189546,0,10
"73",2010-01-01,-1.4726426087836,"Arizona Diamondbacks",4000,1880000,0.401,2056941,NA,NA,"2010 Jan",1,2010,"No Playoffs","Off-Season",0,"2010-01-01",-1.25030704523448,0,9
"74",2010-02-01,-1.4726426087836,"Arizona Diamondbacks",4000,1880000,0.401,2056941,NA,NA,"2010 Feb",2,2010,"No Playoffs","Off-Season",0,"2010-02-01",-1.25030704523448,0,9
"75",2010-03-01,-0.47460365222162,"Arizona Diamondbacks",4000,1880000,0.401,2056941,NA,NA,"2010 Mar",3,2010,"No Playoffs","Off-Season",0,"2010-03-01",-0.428348719716525,1,13
"76",2010-04-01,-0.47460365222162,"Arizona Diamondbacks",4000,1880000,0.401,2056941,NA,NA,"2010 Apr",4,2010,"No Playoffs","Opening",0,"2010-04-01",0.209319760628589,1,24
"77",2010-05-01,-0.47460365222162,"Arizona Diamondbacks",4000,1880000,0.401,2056941,NA,NA,"2010 May",5,2010,"No Playoffs","Season",0,"2010-05-01",0.100923163254078,1,22
"78",2010-06-01,-0.47460365222162,"Arizona Diamondbacks",4000,1880000,0.401,2056941,NA,NA,"2010 Jun",6,2010,"No Playoffs","Season",0,"2010-06-01",0.428348719716525,1,29
"79",2010-07-01,-0.47460365222162,"Arizona Diamondbacks",4000,1880000,0.401,2056941,NA,NA,"2010 Jul",7,2010,"No Playoffs","Season",0,"2010-07-01",0.48425771541305,1,31
"80",2010-08-01,-0.47460365222162,"Arizona Diamondbacks",4000,1880000,0.401,2056941,NA,NA,"2010 Aug",8,2010,"No Playoffs","Season",0,"2010-08-01",0.326876211640212,1,26
"81",2010-09-01,-0.47460365222162,"Arizona Diamondbacks",4000,1880000,0.401,2056941,NA,NA,"2010 Sep",9,2010,"No Playoffs","Season",0,"2010-09-01",0.274167651532475,1,25
"82",2010-10-01,-1.4726426087836,"Arizona Diamondbacks",4000,1880000,0.401,2056941,NA,NA,"2010 Oct",10,2010,"No Playoffs","Playoffs",1,"2010-10-01",0.534446011207296,0,32
"83",2010-11-01,-1.4726426087836,"Arizona Diamondbacks",4000,1880000,0.401,2056941,NA,NA,"2010 Nov",11,2010,"No Playoffs","Off-Season",0,"2010-11-01",-0.921304173189546,0,10
"84",2010-12-01,-1.4726426087836,"Arizona Diamondbacks",4000,1880000,0.401,2056941,NA,NA,"2010 Dec",12,2010,"No Playoffs","Off-Season",0,"2010-12-01",-0.921304173189546,0,10
"85",2011-01-01,-1.4726426087836,"Arizona Diamondbacks",8000,1880000,0.58,2105432,25993,54823166,"2011 Jan",1,2011,"Lost Quarter","Off-Season",0,"2011-01-01",-1.25030704523448,0,9
"86",2011-02-01,-1.4726426087836,"Arizona Diamondbacks",8000,1880000,0.58,2105432,25993,54823166,"2011 Feb",2,2011,"Lost Quarter","Off-Season",0,"2011-02-01",-0.678315621419004,0,11
"87",2011-03-01,-0.47460365222162,"Arizona Diamondbacks",8000,1880000,0.58,2105432,25993,54823166,"2011 Mar",3,2011,"Lost Quarter","Off-Season",0,"2011-03-01",-0.132624904872305,1,17
"88",2011-04-01,-0.47460365222162,"Arizona Diamondbacks",8000,1880000,0.58,2105432,25993,54823166,"2011 Apr",4,2011,"Lost Quarter","Opening",0,"2011-04-01",0.534446011207296,1,32
"89",2011-05-01,-0.47460365222162,"Arizona Diamondbacks",8000,1880000,0.58,2105432,25993,54823166,"2011 May",5,2011,"Lost Quarter","Season",0,"2011-05-01",0.373748382328,1,28
"90",2011-06-01,-0.47460365222162,"Arizona Diamondbacks",8000,1880000,0.58,2105432,25993,54823166,"2011 Jun",6,2011,"Lost Quarter","Season",0,"2011-06-01",0.623826423726077,1,34
"91",2011-07-01,-0.47460365222162,"Arizona Diamondbacks",8000,1880000,0.58,2105432,25993,54823166,"2011 Jul",7,2011,"Lost Quarter","Season",0,"2011-07-01",0.768307581358992,1,39
"92",2011-08-01,0.235353963414081,"Arizona Diamondbacks",8000,1880000,0.58,2105432,25993,54823166,"2011 Aug",8,2011,"Lost Quarter","Season",0,"2011-08-01",0.428348719716525,2,29
"93",2011-09-01,0.235353963414081,"Arizona Diamondbacks",8000,1880000,0.58,2105432,25993,54823166,"2011 Sep",9,2011,"Lost Quarter","Season",0,"2011-09-01",0.534446011207296,2,32
"94",2011-10-01,-0.47460365222162,"Arizona Diamondbacks",8000,1880000,0.58,2105432,25993,54823166,"2011 Oct",10,2011,"Lost Quarter","Playoffs",1,"2011-10-01",0.6704109125269,1,35
"95",2011-11-01,-1.4726426087836,"Arizona Diamondbacks",8000,1880000,0.58,2105432,25993,54823166,"2011 Nov",11,2011,"Lost Quarter","Off-Season",0,"2011-11-01",-0.921304173189546,0,10
"96",2011-12-01,-1.4726426087836,"Arizona Diamondbacks",8000,1880000,0.58,2105432,25993,54823166,"2011 Dec",12,2011,"Lost Quarter","Off-Season",0,"2011-12-01",-0.678315621419004,0,11
"97",2012-01-01,-1.4726426087836,"Arizona Diamondbacks",2800,1880000,0.5,2177617,26884,67069833,"2012 Jan",1,2012,"No Playoffs","Off-Season",0,"2012-01-01",-0.921304173189546,0,10
"98",2012-02-01,-1.4726426087836,"Arizona Diamondbacks",2800,1880000,0.5,2177617,26884,67069833,"2012 Feb",2,2012,"No Playoffs","Off-Season",0,"2012-02-01",-0.678315621419004,0,11
"99",2012-03-01,-0.47460365222162,"Arizona Diamondbacks",2800,1880000,0.5,2177617,26884,67069833,"2012 Mar",3,2012,"No Playoffs","Off-Season",0,"2012-03-01",-0.132624904872305,1,17
"100",2012-04-01,0.235353963414081,"Arizona Diamondbacks",2800,1880000,0.5,2177617,26884,67069833,"2012 Apr",4,2012,"No Playoffs","Opening",0,"2012-04-01",0.623826423726077,2,34
"101",2012-05-01,-0.47460365222162,"Arizona Diamondbacks",2800,1880000,0.5,2177617,26884,67069833,"2012 May",5,2012,"No Playoffs","Season",0,"2012-05-01",0.48425771541305,1,31
"102",2012-06-01,-0.47460365222162,"Arizona Diamondbacks",2800,1880000,0.5,2177617,26884,67069833,"2012 Jun",6,2012,"No Playoffs","Season",0,"2012-06-01",0.734898014347775,1,38
"103",2012-07-01,-0.47460365222162,"Arizona Diamondbacks",2800,1880000,0.5,2177617,26884,67069833,"2012 Jul",7,2012,"No Playoffs","Season",0,"2012-07-01",0.811318042393485,1,40
"104",2012-08-01,-0.47460365222162,"Arizona Diamondbacks",2800,1880000,0.5,2177617,26884,67069833,"2012 Aug",8,2012,"No Playoffs","Season",0,"2012-08-01",0.48425771541305,1,31
"105",2012-09-01,-0.47460365222162,"Arizona Diamondbacks",2800,1880000,0.5,2177617,26884,67069833,"2012 Sep",9,2012,"No Playoffs","Season",0,"2012-09-01",0.623826423726077,1,34
"106",2012-10-01,-1.4726426087836,"Arizona Diamondbacks",2800,1880000,0.5,2177617,26884,67069833,"2012 Oct",10,2012,"No Playoffs","Playoffs",1,"2012-10-01",0.940730324240402,0,44
"107",2012-11-01,-1.4726426087836,"Arizona Diamondbacks",2800,1880000,0.5,2177617,26884,67069833,"2012 Nov",11,2012,"No Playoffs","Off-Season",0,"2012-11-01",-0.921304173189546,0,10
"108",2012-12-01,-1.4726426087836,"Arizona Diamondbacks",2800,1880000,0.5,2177617,26884,67069833,"2012 Dec",12,2012,"No Playoffs","Off-Season",0,"2012-12-01",-0.527196301413635,0,12
"109",2013-01-01,-1.4726426087836,"Arizona Diamondbacks",4000,1880000,0.5,2134795,NA,NA,"2013 Jan",1,2013,"No Playoffs","Off-Season",0,"2013-01-01",-0.921304173189546,0,10
"110",2013-02-01,-1.4726426087836,"Arizona Diamondbacks",4000,1880000,0.5,2134795,NA,NA,"2013 Feb",2,2013,"No Playoffs","Off-Season",0,"2013-02-01",-0.678315621419004,0,11
"111",2013-03-01,-0.47460365222162,"Arizona Diamondbacks",4000,1880000,0.5,2134795,NA,NA,"2013 Mar",3,2013,"No Playoffs","Off-Season",0,"2013-03-01",-0.202887568978906,1,16
"112",2013-04-01,0.235353963414081,"Arizona Diamondbacks",4000,1880000,0.5,2134795,NA,NA,"2013 Apr",4,2013,"No Playoffs","Opening",0,"2013-04-01",0.623826423726077,2,34
"113",2013-05-01,-0.47460365222162,"Arizona Diamondbacks",4000,1880000,0.5,2134795,NA,NA,"2013 May",5,2013,"No Playoffs","Season",0,"2013-05-01",0.578558240944999,1,33
"114",2013-06-01,0.235353963414081,"Arizona Diamondbacks",4000,1880000,0.5,2134795,NA,NA,"2013 Jun",6,2013,"No Playoffs","Season",0,"2013-06-01",0.883458159824087,2,41
"115",2013-07-01,0.235353963414081,"Arizona Diamondbacks",4000,1880000,0.5,2134795,NA,NA,"2013 Jul",7,2013,"No Playoffs","Season",0,"2013-07-01",0.960518138032717,2,45
"116",2013-08-01,-0.47460365222162,"Arizona Diamondbacks",4000,1880000,0.5,2134795,NA,NA,"2013 Aug",8,2013,"No Playoffs","Season",0,"2013-08-01",0.883458159824087,1,41
"117",2013-09-01,-0.47460365222162,"Arizona Diamondbacks",4000,1880000,0.5,2134795,NA,NA,"2013 Sep",9,2013,"No Playoffs","Season",0,"2013-09-01",0.811318042393485,1,40
"118",2013-10-01,-1.4726426087836,"Arizona Diamondbacks",4000,1880000,0.5,2134795,NA,NA,"2013 Oct",10,2013,"No Playoffs","Playoffs",1,"2013-10-01",0.811318042393485,0,40
"119",2013-11-01,-1.4726426087836,"Arizona Diamondbacks",4000,1880000,0.5,2134795,NA,NA,"2013 Nov",11,2013,"No Playoffs","Off-Season",0,"2013-11-01",-1.25030704523448,0,9
"120",2013-12-01,-1.4726426087836,"Arizona Diamondbacks",4000,1880000,0.5,2134795,NA,NA,"2013 Dec",12,2013,"No Playoffs","Off-Season",0,"2013-12-01",-0.678315621419004,0,11
"121",2014-01-01,-1.4726426087836,"Arizona Diamondbacks",5000,1880000,0.395,2073730,25602,89926500,"2014 Jan",1,2014,"No Playoffs","Off-Season",0,"2014-01-01",-1.25030704523448,0,9
"122",2014-02-01,-1.4726426087836,"Arizona Diamondbacks",5000,1880000,0.395,2073730,25602,89926500,"2014 Feb",2,2014,"No Playoffs","Off-Season",0,"2014-02-01",-0.921304173189546,0,10
"123",2014-03-01,-0.47460365222162,"Arizona Diamondbacks",5000,1880000,0.395,2073730,25602,89926500,"2014 Mar",3,2014,"No Playoffs","Off-Season",0,"2014-03-01",-0.132624904872305,1,17
"124",2014-04-01,-0.47460365222162,"Arizona Diamondbacks",5000,1880000,0.395,2073730,25602,89926500,"2014 Apr",4,2014,"No Playoffs","Opening",0,"2014-04-01",0.734898014347775,1,38
"125",2014-05-01,-0.47460365222162,"Arizona Diamondbacks",5000,1880000,0.395,2073730,25602,89926500,"2014 May",5,2014,"No Playoffs","Season",0,"2014-05-01",0.578558240944999,1,33
"126",2014-06-01,-0.47460365222162,"Arizona Diamondbacks",5000,1880000,0.395,2073730,25602,89926500,"2014 Jun",6,2014,"No Playoffs","Season",0,"2014-06-01",0.702289333418143,1,37
"127",2014-07-01,-0.47460365222162,"Arizona Diamondbacks",5000,1880000,0.395,2073730,25602,89926500,"2014 Jul",7,2014,"No Playoffs","Season",0,"2014-07-01",0.883458159824087,1,41
"128",2014-08-01,-0.47460365222162,"Arizona Diamondbacks",5000,1880000,0.395,2073730,25602,89926500,"2014 Aug",8,2014,"No Playoffs","Season",0,"2014-08-01",0.6704109125269,1,35
"129",2014-09-01,-0.47460365222162,"Arizona Diamondbacks",5000,1880000,0.395,2073730,25602,89926500,"2014 Sep",9,2014,"No Playoffs","Season",0,"2014-09-01",0.702289333418143,1,37
"130",2014-10-01,-1.4726426087836,"Arizona Diamondbacks",5000,1880000,0.395,2073730,25602,89926500,"2014 Oct",10,2014,"No Playoffs","Playoffs",1,"2014-10-01",0.768307581358992,0,39
"131",2014-11-01,-1.4726426087836,"Arizona Diamondbacks",5000,1880000,0.395,2073730,25602,89926500,"2014 Nov",11,2014,"No Playoffs","Off-Season",0,"2014-11-01",-1.25030704523448,0,9
"132",2014-12-01,-1.4726426087836,"Arizona Diamondbacks",5000,1880000,0.395,2073730,25602,89926500,"2014 Dec",12,2014,"No Playoffs","Off-Season",0,"2014-12-01",-0.678315621419004,0,11
"133",2015-01-01,-1.4726426087836,"Arizona Diamondbacks",15000,1880000,0.488,2080145,25681,64434000,"2015 Jan",1,2015,"No Playoffs","Off-Season",0,"2015-01-01",-1.25030704523448,0,9
"134",2015-02-01,-1.4726426087836,"Arizona Diamondbacks",15000,1880000,0.488,2080145,25681,64434000,"2015 Feb",2,2015,"No Playoffs","Off-Season",0,"2015-02-01",-1.25030704523448,0,9
"135",2015-03-01,-0.47460365222162,"Arizona Diamondbacks",15000,1880000,0.488,2080145,25681,64434000,"2015 Mar",3,2015,"No Playoffs","Off-Season",0,"2015-03-01",-0.346870430791371,1,14
"136",2015-04-01,0.235353963414081,"Arizona Diamondbacks",15000,1880000,0.488,2080145,25681,64434000,"2015 Apr",4,2015,"No Playoffs","Opening",0,"2015-04-01",0.883458159824087,2,41
