"","date","googlehits","team","odds","propTVMarketSize","winpct","attendance","attgame","payroll","date_ts","month","year","playoffs","phase","is_playoffs","Month","mlb_searches","googlehits_orig","mlb_searches_orig"
"3780",2020-06-01,0.235353963414081,"New York Yankees",300,3922919,NA,NA,NA,NA,"2020 Jun",6,2020,NA,"Season",0,"2020-06-01",-0.132624904872305,2,17
"3781",2020-07-01,0.676995236463573,"New York Yankees",300,3922919,NA,NA,NA,NA,"2020 Jul",7,2020,NA,"Season",0,"2020-07-01",0.534446011207296,3,32
"3782",2004-01-01,-1.4726426087836,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Jan",1,2004,"No Playoffs","Off-Season",0,"2004-01-01",-2.79488860173351,0,4
"3783",2004-02-01,-1.4726426087836,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Feb",2,2004,"No Playoffs","Off-Season",0,"2004-02-01",-2.16597391398202,0,6
"3784",2004-03-01,-0.47460365222162,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Mar",3,2004,"No Playoffs","Off-Season",0,"2004-03-01",-1.59504700447539,1,8
"3785",2004-04-01,-0.47460365222162,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Apr",4,2004,"No Playoffs","Opening",0,"2004-04-01",-0.428348719716525,1,13
"3786",2004-05-01,-0.47460365222162,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 May",5,2004,"No Playoffs","Season",0,"2004-05-01",-0.527196301413635,1,12
"3787",2004-06-01,-0.47460365222162,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Jun",6,2004,"No Playoffs","Season",0,"2004-06-01",-0.280711741559435,1,15
"3788",2004-07-01,-0.47460365222162,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Jul",7,2004,"No Playoffs","Season",0,"2004-07-01",-0.280711741559435,1,15
"3789",2004-08-01,-0.47460365222162,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Aug",8,2004,"No Playoffs","Season",0,"2004-08-01",-0.678315621419004,1,11
"3790",2004-09-01,-0.47460365222162,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Sep",9,2004,"No Playoffs","Season",0,"2004-09-01",-0.428348719716525,1,13
"3791",2004-10-01,-1.4726426087836,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Oct",10,2004,"No Playoffs","Playoffs",1,"2004-10-01",0.0630117351366661,0,21
"3792",2004-11-01,-1.4726426087836,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Nov",11,2004,"No Playoffs","Off-Season",0,"2004-11-01",-2.16597391398202,0,6
"3793",2004-12-01,-1.4726426087836,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Dec",12,2004,"No Playoffs","Off-Season",0,"2004-12-01",-1.59504700447539,0,8
"3794",2005-01-01,-1.4726426087836,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Jan",1,2005,"No Playoffs","Off-Season",0,"2005-01-01",-2.16597391398202,0,6
"3795",2005-02-01,-1.4726426087836,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Feb",2,2005,"No Playoffs","Off-Season",0,"2005-02-01",-1.80863676616676,0,7
"3796",2005-03-01,-0.47460365222162,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Mar",3,2005,"No Playoffs","Off-Season",0,"2005-03-01",-1.25030704523448,1,9
"3797",2005-04-01,-0.47460365222162,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Apr",4,2005,"No Playoffs","Opening",0,"2005-04-01",-0.132624904872305,1,17
"3798",2005-05-01,-0.47460365222162,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 May",5,2005,"No Playoffs","Season",0,"2005-05-01",-0.280711741559435,1,15
"3799",2005-06-01,-0.47460365222162,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Jun",6,2005,"No Playoffs","Season",0,"2005-06-01",-0.0314902347783052,1,19
"3800",2005-07-01,-0.47460365222162,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Jul",7,2005,"No Playoffs","Season",0,"2005-07-01",0.0251906888255307,1,20
"3801",2005-08-01,-0.47460365222162,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Aug",8,2005,"No Playoffs","Season",0,"2005-08-01",-0.202887568978906,1,16
"3802",2005-09-01,-0.47460365222162,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Sep",9,2005,"No Playoffs","Season",0,"2005-09-01",-0.202887568978906,1,16
"3803",2005-10-01,-1.4726426087836,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Oct",10,2005,"No Playoffs","Playoffs",1,"2005-10-01",-0.0314902347783052,0,19
"3804",2005-11-01,-1.4726426087836,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Nov",11,2005,"No Playoffs","Off-Season",0,"2005-11-01",-2.16597391398202,0,6
"3805",2005-12-01,-1.4726426087836,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Dec",12,2005,"No Playoffs","Off-Season",0,"2005-12-01",-1.25030704523448,0,9
"3806",2006-01-01,-1.4726426087836,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Jan",1,2006,"Lost Semi","Off-Season",0,"2006-01-01",-1.80863676616676,0,7
"3807",2006-02-01,-1.4726426087836,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Feb",2,2006,"Lost Semi","Off-Season",0,"2006-02-01",-1.80863676616676,0,7
"3808",2006-03-01,-0.47460365222162,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Mar",3,2006,"Lost Semi","Off-Season",0,"2006-03-01",-0.678315621419004,1,11
"3809",2006-04-01,-0.47460365222162,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Apr",4,2006,"Lost Semi","Opening",0,"2006-04-01",0.100923163254078,1,22
"3810",2006-05-01,-0.47460365222162,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 May",5,2006,"Lost Semi","Season",0,"2006-05-01",-0.0314902347783052,1,19
"3811",2006-06-01,-0.47460365222162,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Jun",6,2006,"Lost Semi","Season",0,"2006-06-01",0.151708081234427,1,23
"3812",2006-07-01,-0.47460365222162,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Jul",7,2006,"Lost Semi","Season",0,"2006-07-01",0.274167651532475,1,25
"3813",2006-08-01,-0.47460365222162,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Aug",8,2006,"Lost Semi","Season",0,"2006-08-01",-0.0314902347783052,1,19
"3814",2006-09-01,-0.47460365222162,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Sep",9,2006,"Lost Semi","Season",0,"2006-09-01",-0.0819527242892188,1,18
"3815",2006-10-01,-0.47460365222162,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Oct",10,2006,"Lost Semi","Playoffs",1,"2006-10-01",0.0251906888255307,1,20
"3816",2006-11-01,-1.4726426087836,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Nov",11,2006,"Lost Semi","Off-Season",0,"2006-11-01",-1.25030704523448,0,9
"3817",2006-12-01,-1.4726426087836,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Dec",12,2006,"Lost Semi","Off-Season",0,"2006-12-01",-1.25030704523448,0,9
"3818",2007-01-01,-1.4726426087836,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Jan",1,2007,"No Playoffs","Off-Season",0,"2007-01-01",-1.80863676616676,0,7
"3819",2007-02-01,-1.4726426087836,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Feb",2,2007,"No Playoffs","Off-Season",0,"2007-02-01",-1.25030704523448,0,9
"3820",2007-03-01,-1.4726426087836,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Mar",3,2007,"No Playoffs","Off-Season",0,"2007-03-01",-0.428348719716525,0,13
"3821",2007-04-01,-0.47460365222162,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Apr",4,2007,"No Playoffs","Opening",0,"2007-04-01",0.274167651532475,1,25
"3822",2007-05-01,-0.47460365222162,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 May",5,2007,"No Playoffs","Season",0,"2007-05-01",0.0630117351366661,1,21
"3823",2007-06-01,-0.47460365222162,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Jun",6,2007,"No Playoffs","Season",0,"2007-06-01",0.373748382328,1,28
"3824",2007-07-01,-0.47460365222162,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Jul",7,2007,"No Playoffs","Season",0,"2007-07-01",0.373748382328,1,28
"3825",2007-08-01,-1.4726426087836,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Aug",8,2007,"No Playoffs","Season",0,"2007-08-01",0.151708081234427,0,23
"3826",2007-09-01,-1.4726426087836,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Sep",9,2007,"No Playoffs","Season",0,"2007-09-01",0.274167651532475,0,25
"3827",2007-10-01,-1.4726426087836,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Oct",10,2007,"No Playoffs","Playoffs",1,"2007-10-01",0.326876211640212,0,26
"3828",2007-11-01,-1.4726426087836,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Nov",11,2007,"No Playoffs","Off-Season",0,"2007-11-01",-0.921304173189546,0,10
"3829",2007-12-01,-1.4726426087836,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Dec",12,2007,"No Playoffs","Off-Season",0,"2007-12-01",-0.678315621419004,0,11
"3830",2008-01-01,-1.4726426087836,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Jan",1,2008,"No Playoffs","Off-Season",0,"2008-01-01",-1.59504700447539,0,8
"3831",2008-02-01,-1.4726426087836,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Feb",2,2008,"No Playoffs","Off-Season",0,"2008-02-01",-0.921304173189546,0,10
"3832",2008-03-01,-0.47460365222162,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Mar",3,2008,"No Playoffs","Off-Season",0,"2008-03-01",-0.202887568978906,1,16
"3833",2008-04-01,-0.47460365222162,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Apr",4,2008,"No Playoffs","Opening",0,"2008-04-01",0.151708081234427,1,23
"3834",2008-05-01,-0.47460365222162,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 May",5,2008,"No Playoffs","Season",0,"2008-05-01",0.0251906888255307,1,20
"3835",2008-06-01,-0.47460365222162,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Jun",6,2008,"No Playoffs","Season",0,"2008-06-01",0.274167651532475,1,25
"3836",2008-07-01,-0.47460365222162,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Jul",7,2008,"No Playoffs","Season",0,"2008-07-01",0.428348719716525,1,29
"3837",2008-08-01,-1.4726426087836,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Aug",8,2008,"No Playoffs","Season",0,"2008-08-01",0.0630117351366661,0,21
"3838",2008-09-01,-1.4726426087836,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Sep",9,2008,"No Playoffs","Season",0,"2008-09-01",0.151708081234427,0,23
"3839",2008-10-01,-1.4726426087836,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Oct",10,2008,"No Playoffs","Playoffs",1,"2008-10-01",0.209319760628589,0,24
"3840",2008-11-01,-1.4726426087836,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Nov",11,2008,"No Playoffs","Off-Season",0,"2008-11-01",-1.25030704523448,0,9
"3841",2008-12-01,-1.4726426087836,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Dec",12,2008,"No Playoffs","Off-Season",0,"2008-12-01",-0.527196301413635,0,12
"3842",2009-01-01,-1.4726426087836,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Jan",1,2009,"No Playoffs","Off-Season",0,"2009-01-01",-0.678315621419004,0,11
"3843",2009-02-01,-1.4726426087836,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Feb",2,2009,"No Playoffs","Off-Season",0,"2009-02-01",-0.428348719716525,0,13
"3844",2009-03-01,-1.4726426087836,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Mar",3,2009,"No Playoffs","Off-Season",0,"2009-03-01",-0.280711741559435,0,15
"3845",2009-04-01,-0.47460365222162,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Apr",4,2009,"No Playoffs","Opening",0,"2009-04-01",0.274167651532475,1,25
"3846",2009-05-01,-1.4726426087836,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 May",5,2009,"No Playoffs","Season",0,"2009-05-01",0.151708081234427,0,23
"3847",2009-06-01,-1.4726426087836,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Jun",6,2009,"No Playoffs","Season",0,"2009-06-01",0.346870430791372,0,27
"3848",2009-07-01,-1.4726426087836,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Jul",7,2009,"No Playoffs","Season",0,"2009-07-01",0.428348719716525,0,29
"3849",2009-08-01,-1.4726426087836,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Aug",8,2009,"No Playoffs","Season",0,"2009-08-01",0.100923163254078,0,22
"3850",2009-09-01,-1.4726426087836,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Sep",9,2009,"No Playoffs","Season",0,"2009-09-01",-0.0314902347783052,0,19
"3851",2009-10-01,-1.4726426087836,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Oct",10,2009,"No Playoffs","Playoffs",1,"2009-10-01",0.209319760628589,0,24
"3852",2009-11-01,-1.4726426087836,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Nov",11,2009,"No Playoffs","Off-Season",0,"2009-11-01",-0.428348719716525,0,13
"3853",2009-12-01,-1.4726426087836,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Dec",12,2009,"No Playoffs","Off-Season",0,"2009-12-01",-0.921304173189546,0,10
"3854",2010-01-01,-1.4726426087836,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Jan",1,2010,"No Playoffs","Off-Season",0,"2010-01-01",-1.25030704523448,0,9
"3855",2010-02-01,-1.4726426087836,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Feb",2,2010,"No Playoffs","Off-Season",0,"2010-02-01",-1.25030704523448,0,9
"3856",2010-03-01,-1.4726426087836,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Mar",3,2010,"No Playoffs","Off-Season",0,"2010-03-01",-0.428348719716525,0,13
"3857",2010-04-01,-0.47460365222162,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Apr",4,2010,"No Playoffs","Opening",0,"2010-04-01",0.209319760628589,1,24
"3858",2010-05-01,-1.4726426087836,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 May",5,2010,"No Playoffs","Season",0,"2010-05-01",0.100923163254078,0,22
"3859",2010-06-01,-1.4726426087836,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Jun",6,2010,"No Playoffs","Season",0,"2010-06-01",0.428348719716525,0,29
"3860",2010-07-01,-1.4726426087836,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Jul",7,2010,"No Playoffs","Season",0,"2010-07-01",0.48425771541305,0,31
"3861",2010-08-01,-1.4726426087836,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Aug",8,2010,"No Playoffs","Season",0,"2010-08-01",0.326876211640212,0,26
"3862",2010-09-01,-1.4726426087836,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Sep",9,2010,"No Playoffs","Season",0,"2010-09-01",0.274167651532475,0,25
"3863",2010-10-01,-1.4726426087836,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Oct",10,2010,"No Playoffs","Playoffs",1,"2010-10-01",0.534446011207296,0,32
"3864",2010-11-01,-1.4726426087836,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Nov",11,2010,"No Playoffs","Off-Season",0,"2010-11-01",-0.921304173189546,0,10
"3865",2010-12-01,-1.4726426087836,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Dec",12,2010,"No Playoffs","Off-Season",0,"2010-12-01",-0.921304173189546,0,10
"3866",2011-01-01,-1.4726426087836,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Jan",1,2011,"No Playoffs","Off-Season",0,"2011-01-01",-1.25030704523448,0,9
"3867",2011-02-01,-1.4726426087836,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Feb",2,2011,"No Playoffs","Off-Season",0,"2011-02-01",-0.678315621419004,0,11
"3868",2011-03-01,-1.4726426087836,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Mar",3,2011,"No Playoffs","Off-Season",0,"2011-03-01",-0.132624904872305,0,17
"3869",2011-04-01,-0.47460365222162,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Apr",4,2011,"No Playoffs","Opening",0,"2011-04-01",0.534446011207296,1,32
"3870",2011-05-01,-1.4726426087836,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 May",5,2011,"No Playoffs","Season",0,"2011-05-01",0.373748382328,0,28
"3871",2011-06-01,-0.47460365222162,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Jun",6,2011,"No Playoffs","Season",0,"2011-06-01",0.623826423726077,1,34
"3872",2011-07-01,-1.4726426087836,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Jul",7,2011,"No Playoffs","Season",0,"2011-07-01",0.768307581358992,0,39
"3873",2011-08-01,-1.4726426087836,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Aug",8,2011,"No Playoffs","Season",0,"2011-08-01",0.428348719716525,0,29
"3874",2011-09-01,-1.4726426087836,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Sep",9,2011,"No Playoffs","Season",0,"2011-09-01",0.534446011207296,0,32
"3875",2011-10-01,-1.4726426087836,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Oct",10,2011,"No Playoffs","Playoffs",1,"2011-10-01",0.6704109125269,0,35
"3876",2011-11-01,-1.4726426087836,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Nov",11,2011,"No Playoffs","Off-Season",0,"2011-11-01",-0.921304173189546,0,10
"3877",2011-12-01,-1.4726426087836,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Dec",12,2011,"No Playoffs","Off-Season",0,"2011-12-01",-0.678315621419004,0,11
"3878",2012-01-01,-0.47460365222162,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Jan",1,2012,"Lost Quarter","Off-Season",0,"2012-01-01",-0.921304173189546,1,10
"3879",2012-02-01,-1.4726426087836,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Feb",2,2012,"Lost Quarter","Off-Season",0,"2012-02-01",-0.678315621419004,0,11
"3880",2012-03-01,-1.4726426087836,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Mar",3,2012,"Lost Quarter","Off-Season",0,"2012-03-01",-0.132624904872305,0,17
"3881",2012-04-01,-0.47460365222162,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Apr",4,2012,"Lost Quarter","Opening",0,"2012-04-01",0.623826423726077,1,34
"3882",2012-05-01,-0.47460365222162,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 May",5,2012,"Lost Quarter","Season",0,"2012-05-01",0.48425771541305,1,31
"3883",2012-06-01,-1.4726426087836,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Jun",6,2012,"Lost Quarter","Season",0,"2012-06-01",0.734898014347775,0,38
"3884",2012-07-01,-0.47460365222162,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Jul",7,2012,"Lost Quarter","Season",0,"2012-07-01",0.811318042393485,1,40
"3885",2012-08-01,-0.47460365222162,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Aug",8,2012,"Lost Quarter","Season",0,"2012-08-01",0.48425771541305,1,31
"3886",2012-09-01,-0.47460365222162,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Sep",9,2012,"Lost Quarter","Season",0,"2012-09-01",0.623826423726077,1,34
"3887",2012-10-01,-0.47460365222162,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Oct",10,2012,"Lost Quarter","Playoffs",1,"2012-10-01",0.940730324240402,1,44
"3888",2012-11-01,-1.4726426087836,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Nov",11,2012,"Lost Quarter","Off-Season",0,"2012-11-01",-0.921304173189546,0,10
"3889",2012-12-01,-1.4726426087836,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Dec",12,2012,"Lost Quarter","Off-Season",0,"2012-12-01",-0.527196301413635,0,12
"3890",2013-01-01,-1.4726426087836,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Jan",1,2013,"Lost Quarter","Off-Season",0,"2013-01-01",-0.921304173189546,0,10
"3891",2013-02-01,-1.4726426087836,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Feb",2,2013,"Lost Quarter","Off-Season",0,"2013-02-01",-0.678315621419004,0,11
"3892",2013-03-01,-1.4726426087836,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Mar",3,2013,"Lost Quarter","Off-Season",0,"2013-03-01",-0.202887568978906,0,16
"3893",2013-04-01,-0.47460365222162,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Apr",4,2013,"Lost Quarter","Opening",0,"2013-04-01",0.623826423726077,1,34
"3894",2013-05-01,-0.47460365222162,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 May",5,2013,"Lost Quarter","Season",0,"2013-05-01",0.578558240944999,1,33
"3895",2013-06-01,-0.47460365222162,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Jun",6,2013,"Lost Quarter","Season",0,"2013-06-01",0.883458159824087,1,41
"3896",2013-07-01,-0.47460365222162,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Jul",7,2013,"Lost Quarter","Season",0,"2013-07-01",0.960518138032717,1,45
"3897",2013-08-01,-0.47460365222162,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Aug",8,2013,"Lost Quarter","Season",0,"2013-08-01",0.883458159824087,1,41
"3898",2013-09-01,-0.47460365222162,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Sep",9,2013,"Lost Quarter","Season",0,"2013-09-01",0.811318042393485,1,40
"3899",2013-10-01,-0.47460365222162,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Oct",10,2013,"Lost Quarter","Playoffs",1,"2013-10-01",0.811318042393485,1,40
"3900",2013-11-01,-1.4726426087836,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Nov",11,2013,"Lost Quarter","Off-Season",0,"2013-11-01",-1.25030704523448,0,9
"3901",2013-12-01,-1.4726426087836,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Dec",12,2013,"Lost Quarter","Off-Season",0,"2013-12-01",-0.678315621419004,0,11
"3902",2014-01-01,-1.4726426087836,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Jan",1,2014,"Lost WC","Off-Season",0,"2014-01-01",-1.25030704523448,0,9
"3903",2014-02-01,-1.4726426087836,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Feb",2,2014,"Lost WC","Off-Season",0,"2014-02-01",-0.921304173189546,0,10
"3904",2014-03-01,-1.4726426087836,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Mar",3,2014,"Lost WC","Off-Season",0,"2014-03-01",-0.132624904872305,0,17
"3905",2014-04-01,-0.47460365222162,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Apr",4,2014,"Lost WC","Opening",0,"2014-04-01",0.734898014347775,1,38
"3906",2014-05-01,-0.47460365222162,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 May",5,2014,"Lost WC","Season",0,"2014-05-01",0.578558240944999,1,33
"3907",2014-06-01,-0.47460365222162,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Jun",6,2014,"Lost WC","Season",0,"2014-06-01",0.702289333418143,1,37
"3908",2014-07-01,-0.47460365222162,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Jul",7,2014,"Lost WC","Season",0,"2014-07-01",0.883458159824087,1,41
"3909",2014-08-01,-0.47460365222162,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Aug",8,2014,"Lost WC","Season",0,"2014-08-01",0.6704109125269,1,35
"3910",2014-09-01,-0.47460365222162,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Sep",9,2014,"Lost WC","Season",0,"2014-09-01",0.702289333418143,1,37
"3911",2014-10-01,-0.47460365222162,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Oct",10,2014,"Lost WC","Playoffs",1,"2014-10-01",0.768307581358992,1,39
"3912",2014-11-01,-1.4726426087836,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Nov",11,2014,"Lost WC","Off-Season",0,"2014-11-01",-1.25030704523448,0,9
"3913",2014-12-01,-1.4726426087836,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Dec",12,2014,"Lost WC","Off-Season",0,"2014-12-01",-0.678315621419004,0,11
"3914",2015-01-01,-1.4726426087836,"Oakland Athletics",2800,584607,0.42,1768175,21829,64016001,"2015 Jan",1,2015,"No Playoffs","Off-Season",0,"2015-01-01",-1.25030704523448,0,9
"3915",2015-02-01,-1.4726426087836,"Oakland Athletics",2800,584607,0.42,1768175,21829,64016001,"2015 Feb",2,2015,"No Playoffs","Off-Season",0,"2015-02-01",-1.25030704523448,0,9
"3916",2015-03-01,-1.4726426087836,"Oakland Athletics",2800,584607,0.42,1768175,21829,64016001,"2015 Mar",3,2015,"No Playoffs","Off-Season",0,"2015-03-01",-0.346870430791371,0,14
"3917",2015-04-01,-0.47460365222162,"Oakland Athletics",2800,584607,0.42,1768175,21829,64016001,"2015 Apr",4,2015,"No Playoffs","Opening",0,"2015-04-01",0.883458159824087,1,41
"3918",2015-05-01,-0.47460365222162,"Oakland Athletics",2800,584607,0.42,1768175,21829,64016001,"2015 May",5,2015,"No Playoffs","Season",0,"2015-05-01",0.883458159824087,1,41
"3919",2015-06-01,-0.47460365222162,"Oakland Athletics",2800,584607,0.42,1768175,21829,64016001,"2015 Jun",6,2015,"No Playoffs","Season",0,"2015-06-01",0.980689387801808,1,46
