"","date","googlehits","team","odds","propTVMarketSize","winpct","attendance","attgame","payroll","date_ts","month","year","playoffs","phase","is_playoffs","qn_ghits"
"3729",2016-03-01,4,"New York Yankees",2550,3922919,0.519,3063405,37820,193229350,"2016 Mar","3","2016","No Playoffs","Summer",0,0.990926124693914
"3730",2016-04-01,9,"New York Yankees",2550,3922919,0.519,3063405,37820,193229350,"2016 Apr","4","2016","No Playoffs","Opening",0,1.80327629628236
"3731",2016-05-01,8,"New York Yankees",2550,3922919,0.519,3063405,37820,193229350,"2016 May","5","2016","No Playoffs","Season",0,1.65310993843312
"3732",2016-06-01,8,"New York Yankees",2550,3922919,0.519,3063405,37820,193229350,"2016 Jun","6","2016","No Playoffs","Season",0,1.65310993843312
"3733",2016-07-01,9,"New York Yankees",2550,3922919,0.519,3063405,37820,193229350,"2016 Jul","7","2016","No Playoffs","Season",0,1.80327629628236
"3734",2016-08-01,9,"New York Yankees",2550,3922919,0.519,3063405,37820,193229350,"2016 Aug","8","2016","No Playoffs","Season",0,1.80327629628236
"3735",2016-09-01,8,"New York Yankees",2550,3922919,0.519,3063405,37820,193229350,"2016 Sep","9","2016","No Playoffs","Season",0,1.65310993843312
"3736",2016-10-01,3,"New York Yankees",2550,3922919,0.519,3063405,37820,193229350,"2016 Oct","10","2016","No Playoffs","Playoffs",1,0.676995236463573
"3737",2016-11-01,3,"New York Yankees",2550,3922919,0.519,3063405,37820,193229350,"2016 Nov","11","2016","No Playoffs","Summer",0,0.676995236463573
"3738",2016-12-01,4,"New York Yankees",2550,3922919,0.519,3063405,37820,193229350,"2016 Dec","12","2016","No Playoffs","Summer",0,0.990926124693914
"3739",2017-01-01,2,"New York Yankees",3000,3922919,0.562,3146966,NA,NA,"2017 Jan","1","2017","Lost Semi","Summer",0,0.235353963414081
"3740",2017-02-01,3,"New York Yankees",3000,3922919,0.562,3146966,NA,NA,"2017 Feb","2","2017","Lost Semi","Summer",0,0.676995236463573
"3741",2017-03-01,4,"New York Yankees",3000,3922919,0.562,3146966,NA,NA,"2017 Mar","3","2017","Lost Semi","Summer",0,0.990926124693914
"3742",2017-04-01,11,"New York Yankees",3000,3922919,0.562,3146966,NA,NA,"2017 Apr","4","2017","Lost Semi","Opening",0,2.02330834942207
"3743",2017-05-01,13,"New York Yankees",3000,3922919,0.562,3146966,NA,NA,"2017 May","5","2017","Lost Semi","Season",0,2.1466586675848
"3744",2017-06-01,13,"New York Yankees",3000,3922919,0.562,3146966,NA,NA,"2017 Jun","6","2017","Lost Semi","Season",0,2.1466586675848
"3745",2017-07-01,16,"New York Yankees",3000,3922919,0.562,3146966,NA,NA,"2017 Jul","7","2017","Lost Semi","Season",0,2.28565711623394
"3746",2017-08-01,15,"New York Yankees",3000,3922919,0.562,3146966,NA,NA,"2017 Aug","8","2017","Lost Semi","Season",0,2.23186557679806
"3747",2017-09-01,15,"New York Yankees",3000,3922919,0.562,3146966,NA,NA,"2017 Sep","9","2017","Lost Semi","Season",0,2.23186557679806
"3748",2017-10-01,49,"New York Yankees",3000,3922919,0.562,3146966,NA,NA,"2017 Oct","10","2017","Lost Semi","Playoffs",1,3.08879307614595
"3749",2017-11-01,4,"New York Yankees",3000,3922919,0.562,3146966,NA,NA,"2017 Nov","11","2017","Lost Semi","Summer",0,0.990926124693914
"3750",2017-12-01,8,"New York Yankees",3000,3922919,0.562,3146966,NA,NA,"2017 Dec","12","2017","Lost Semi","Summer",0,1.65310993843312
"3751",2018-01-01,5,"New York Yankees",620,3922919,0.617,3482855,42998,160743032,"2018 Jan","1","2018","Lost Quarter","Summer",0,1.19748629602231
"3752",2018-02-01,6,"New York Yankees",620,3922919,0.617,3482855,42998,160743032,"2018 Feb","2","2018","Lost Quarter","Summer",0,1.35521987894584
"3753",2018-03-01,8,"New York Yankees",620,3922919,0.617,3482855,42998,160743032,"2018 Mar","3","2018","Lost Quarter","Summer",0,1.65310993843312
"3754",2018-04-01,18,"New York Yankees",620,3922919,0.617,3482855,42998,160743032,"2018 Apr","4","2018","Lost Quarter","Opening",0,2.42661716859148
"3755",2018-05-01,21,"New York Yankees",620,3922919,0.617,3482855,42998,160743032,"2018 May","5","2018","Lost Quarter","Season",0,2.58586077330086
"3756",2018-06-01,19,"New York Yankees",620,3922919,0.617,3482855,42998,160743032,"2018 Jun","6","2018","Lost Quarter","Season",0,2.48204334243839
"3757",2018-07-01,21,"New York Yankees",620,3922919,0.617,3482855,42998,160743032,"2018 Jul","7","2018","Lost Quarter","Season",0,2.58586077330086
"3758",2018-08-01,19,"New York Yankees",620,3922919,0.617,3482855,42998,160743032,"2018 Aug","8","2018","Lost Quarter","Season",0,2.48204334243839
"3759",2018-09-01,16,"New York Yankees",620,3922919,0.617,3482855,42998,160743032,"2018 Sep","9","2018","Lost Quarter","Season",0,2.28565711623394
"3760",2018-10-01,19,"New York Yankees",620,3922919,0.617,3482855,42998,160743032,"2018 Oct","10","2018","Lost Quarter","Playoffs",1,2.48204334243839
"3761",2018-11-01,5,"New York Yankees",620,3922919,0.617,3482855,42998,160743032,"2018 Nov","11","2018","Lost Quarter","Summer",0,1.19748629602231
"3762",2018-12-01,8,"New York Yankees",620,3922919,0.617,3482855,42998,160743032,"2018 Dec","12","2018","Lost Quarter","Summer",0,1.65310993843312
"3763",2019-01-01,7,"New York Yankees",485,3922919,0.636,3304404,40795,228442421,"2019 Jan","1","2019","Lost Semi","Summer",0,1.50376805709407
"3764",2019-02-01,7,"New York Yankees",485,3922919,0.636,3304404,40795,228442421,"2019 Feb","2","2019","Lost Semi","Summer",0,1.50376805709407
"3765",2019-03-01,9,"New York Yankees",485,3922919,0.636,3304404,40795,228442421,"2019 Mar","3","2019","Lost Semi","Summer",0,1.80327629628236
"3766",2019-04-01,15,"New York Yankees",485,3922919,0.636,3304404,40795,228442421,"2019 Apr","4","2019","Lost Semi","Opening",0,2.23186557679806
"3767",2019-05-01,16,"New York Yankees",485,3922919,0.636,3304404,40795,228442421,"2019 May","5","2019","Lost Semi","Season",0,2.28565711623394
"3768",2019-06-01,21,"New York Yankees",485,3922919,0.636,3304404,40795,228442421,"2019 Jun","6","2019","Lost Semi","Season",0,2.58586077330086
"3769",2019-07-01,20,"New York Yankees",485,3922919,0.636,3304404,40795,228442421,"2019 Jul","7","2019","Lost Semi","Season",0,2.53574311991395
"3770",2019-08-01,21,"New York Yankees",485,3922919,0.636,3304404,40795,228442421,"2019 Aug","8","2019","Lost Semi","Season",0,2.58586077330086
"3771",2019-09-01,17,"New York Yankees",485,3922919,0.636,3304404,40795,228442421,"2019 Sep","9","2019","Lost Semi","Season",0,2.357017577598
"3772",2019-10-01,40,"New York Yankees",485,3922919,0.636,3304404,40795,228442421,"2019 Oct","10","2019","Lost Semi","Playoffs",1,2.87663303710529
"3773",2019-11-01,4,"New York Yankees",485,3922919,0.636,3304404,40795,228442421,"2019 Nov","11","2019","Lost Semi","Summer",0,0.990926124693914
"3774",2019-12-01,6,"New York Yankees",485,3922919,0.636,3304404,40795,228442421,"2019 Dec","12","2019","Lost Semi","Summer",0,1.35521987894584
"3775",2020-01-01,4,"New York Yankees",300,3922919,NA,NA,NA,NA,"2020 Jan","1","2020",NA,"Summer",0,0.990926124693914
"3776",2020-02-01,5,"New York Yankees",300,3922919,NA,NA,NA,NA,"2020 Feb","2","2020",NA,"Summer",0,1.19748629602231
"3777",2020-03-01,4,"New York Yankees",300,3922919,NA,NA,NA,NA,"2020 Mar","3","2020",NA,"Summer",0,0.990926124693914
"3778",2020-04-01,3,"New York Yankees",300,3922919,NA,NA,NA,NA,"2020 Apr","4","2020",NA,"Opening",0,0.676995236463573
"3779",2020-05-01,2,"New York Yankees",300,3922919,NA,NA,NA,NA,"2020 May","5","2020",NA,"Season",0,0.235353963414081
"3780",2020-06-01,2,"New York Yankees",300,3922919,NA,NA,NA,NA,"2020 Jun","6","2020",NA,"Season",0,0.235353963414081
"3781",2020-07-01,3,"New York Yankees",300,3922919,NA,NA,NA,NA,"2020 Jul","7","2020",NA,"Season",0,0.676995236463573
"3782",2004-01-01,0,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Jan","1","2004","No Playoffs","Summer",0,-1.4726426087836
"3783",2004-02-01,0,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Feb","2","2004","No Playoffs","Summer",0,-1.4726426087836
"3784",2004-03-01,1,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Mar","3","2004","No Playoffs","Summer",0,-0.47460365222162
"3785",2004-04-01,1,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Apr","4","2004","No Playoffs","Opening",0,-0.47460365222162
"3786",2004-05-01,1,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 May","5","2004","No Playoffs","Season",0,-0.47460365222162
"3787",2004-06-01,1,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Jun","6","2004","No Playoffs","Season",0,-0.47460365222162
"3788",2004-07-01,1,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Jul","7","2004","No Playoffs","Season",0,-0.47460365222162
"3789",2004-08-01,1,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Aug","8","2004","No Playoffs","Season",0,-0.47460365222162
"3790",2004-09-01,1,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Sep","9","2004","No Playoffs","Season",0,-0.47460365222162
"3791",2004-10-01,0,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Oct","10","2004","No Playoffs","Playoffs",1,-1.4726426087836
"3792",2004-11-01,0,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Nov","11","2004","No Playoffs","Summer",0,-1.4726426087836
"3793",2004-12-01,0,"Oakland Athletics",1200,584607,0.562,2201516,27179,59425667,"2004 Dec","12","2004","No Playoffs","Summer",0,-1.4726426087836
"3794",2005-01-01,0,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Jan","1","2005","No Playoffs","Summer",0,-1.4726426087836
"3795",2005-02-01,0,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Feb","2","2005","No Playoffs","Summer",0,-1.4726426087836
"3796",2005-03-01,1,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Mar","3","2005","No Playoffs","Summer",0,-0.47460365222162
"3797",2005-04-01,1,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Apr","4","2005","No Playoffs","Opening",0,-0.47460365222162
"3798",2005-05-01,1,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 May","5","2005","No Playoffs","Season",0,-0.47460365222162
"3799",2005-06-01,1,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Jun","6","2005","No Playoffs","Season",0,-0.47460365222162
"3800",2005-07-01,1,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Jul","7","2005","No Playoffs","Season",0,-0.47460365222162
"3801",2005-08-01,1,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Aug","8","2005","No Playoffs","Season",0,-0.47460365222162
"3802",2005-09-01,1,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Sep","9","2005","No Playoffs","Season",0,-0.47460365222162
"3803",2005-10-01,0,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Oct","10","2005","No Playoffs","Playoffs",1,-1.4726426087836
"3804",2005-11-01,0,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Nov","11","2005","No Playoffs","Summer",0,-1.4726426087836
"3805",2005-12-01,0,"Oakland Athletics",1300,584607,0.543,2109118,26038,55425762,"2005 Dec","12","2005","No Playoffs","Summer",0,-1.4726426087836
"3806",2006-01-01,0,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Jan","1","2006","Lost Semi","Summer",0,-1.4726426087836
"3807",2006-02-01,0,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Feb","2","2006","Lost Semi","Summer",0,-1.4726426087836
"3808",2006-03-01,1,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Mar","3","2006","Lost Semi","Summer",0,-0.47460365222162
"3809",2006-04-01,1,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Apr","4","2006","Lost Semi","Opening",0,-0.47460365222162
"3810",2006-05-01,1,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 May","5","2006","Lost Semi","Season",0,-0.47460365222162
"3811",2006-06-01,1,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Jun","6","2006","Lost Semi","Season",0,-0.47460365222162
"3812",2006-07-01,1,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Jul","7","2006","Lost Semi","Season",0,-0.47460365222162
"3813",2006-08-01,1,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Aug","8","2006","Lost Semi","Season",0,-0.47460365222162
"3814",2006-09-01,1,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Sep","9","2006","Lost Semi","Season",0,-0.47460365222162
"3815",2006-10-01,1,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Oct","10","2006","Lost Semi","Playoffs",1,-0.47460365222162
"3816",2006-11-01,0,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Nov","11","2006","Lost Semi","Summer",0,-1.4726426087836
"3817",2006-12-01,0,"Oakland Athletics",1400,584607,0.574,1976625,24403,64843079,"2006 Dec","12","2006","Lost Semi","Summer",0,-1.4726426087836
"3818",2007-01-01,0,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Jan","1","2007","No Playoffs","Summer",0,-1.4726426087836
"3819",2007-02-01,0,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Feb","2","2007","No Playoffs","Summer",0,-1.4726426087836
"3820",2007-03-01,0,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Mar","3","2007","No Playoffs","Summer",0,-1.4726426087836
"3821",2007-04-01,1,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Apr","4","2007","No Playoffs","Opening",0,-0.47460365222162
"3822",2007-05-01,1,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 May","5","2007","No Playoffs","Season",0,-0.47460365222162
"3823",2007-06-01,1,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Jun","6","2007","No Playoffs","Season",0,-0.47460365222162
"3824",2007-07-01,1,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Jul","7","2007","No Playoffs","Season",0,-0.47460365222162
"3825",2007-08-01,0,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Aug","8","2007","No Playoffs","Season",0,-1.4726426087836
"3826",2007-09-01,0,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Sep","9","2007","No Playoffs","Season",0,-1.4726426087836
"3827",2007-10-01,0,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Oct","10","2007","No Playoffs","Playoffs",1,-1.4726426087836
"3828",2007-11-01,0,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Nov","11","2007","No Playoffs","Summer",0,-1.4726426087836
"3829",2007-12-01,0,"Oakland Athletics",1200,584607,0.469,1921844,23726,79366940,"2007 Dec","12","2007","No Playoffs","Summer",0,-1.4726426087836
"3830",2008-01-01,0,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Jan","1","2008","No Playoffs","Summer",0,-1.4726426087836
"3831",2008-02-01,0,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Feb","2","2008","No Playoffs","Summer",0,-1.4726426087836
"3832",2008-03-01,1,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Mar","3","2008","No Playoffs","Summer",0,-0.47460365222162
"3833",2008-04-01,1,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Apr","4","2008","No Playoffs","Opening",0,-0.47460365222162
"3834",2008-05-01,1,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 May","5","2008","No Playoffs","Season",0,-0.47460365222162
"3835",2008-06-01,1,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Jun","6","2008","No Playoffs","Season",0,-0.47460365222162
"3836",2008-07-01,1,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Jul","7","2008","No Playoffs","Season",0,-0.47460365222162
"3837",2008-08-01,0,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Aug","8","2008","No Playoffs","Season",0,-1.4726426087836
"3838",2008-09-01,0,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Sep","9","2008","No Playoffs","Season",0,-1.4726426087836
"3839",2008-10-01,0,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Oct","10","2008","No Playoffs","Playoffs",1,-1.4726426087836
"3840",2008-11-01,0,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Nov","11","2008","No Playoffs","Summer",0,-1.4726426087836
"3841",2008-12-01,0,"Oakland Athletics",6000,584607,0.466,1665256,20559,47967126,"2008 Dec","12","2008","No Playoffs","Summer",0,-1.4726426087836
"3842",2009-01-01,0,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Jan","1","2009","No Playoffs","Summer",0,-1.4726426087836
"3843",2009-02-01,0,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Feb","2","2009","No Playoffs","Summer",0,-1.4726426087836
"3844",2009-03-01,0,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Mar","3","2009","No Playoffs","Summer",0,-1.4726426087836
"3845",2009-04-01,1,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Apr","4","2009","No Playoffs","Opening",0,-0.47460365222162
"3846",2009-05-01,0,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 May","5","2009","No Playoffs","Season",0,-1.4726426087836
"3847",2009-06-01,0,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Jun","6","2009","No Playoffs","Season",0,-1.4726426087836
"3848",2009-07-01,0,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Jul","7","2009","No Playoffs","Season",0,-1.4726426087836
"3849",2009-08-01,0,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Aug","8","2009","No Playoffs","Season",0,-1.4726426087836
"3850",2009-09-01,0,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Sep","9","2009","No Playoffs","Season",0,-1.4726426087836
"3851",2009-10-01,0,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Oct","10","2009","No Playoffs","Playoffs",1,-1.4726426087836
"3852",2009-11-01,0,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Nov","11","2009","No Playoffs","Summer",0,-1.4726426087836
"3853",2009-12-01,0,"Oakland Athletics",4000,584607,0.463,1408783,17392,65945000,"2009 Dec","12","2009","No Playoffs","Summer",0,-1.4726426087836
"3854",2010-01-01,0,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Jan","1","2010","No Playoffs","Summer",0,-1.4726426087836
"3855",2010-02-01,0,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Feb","2","2010","No Playoffs","Summer",0,-1.4726426087836
"3856",2010-03-01,0,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Mar","3","2010","No Playoffs","Summer",0,-1.4726426087836
"3857",2010-04-01,1,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Apr","4","2010","No Playoffs","Opening",0,-0.47460365222162
"3858",2010-05-01,0,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 May","5","2010","No Playoffs","Season",0,-1.4726426087836
"3859",2010-06-01,0,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Jun","6","2010","No Playoffs","Season",0,-1.4726426087836
"3860",2010-07-01,0,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Jul","7","2010","No Playoffs","Season",0,-1.4726426087836
"3861",2010-08-01,0,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Aug","8","2010","No Playoffs","Season",0,-1.4726426087836
"3862",2010-09-01,0,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Sep","9","2010","No Playoffs","Season",0,-1.4726426087836
"3863",2010-10-01,0,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Oct","10","2010","No Playoffs","Playoffs",1,-1.4726426087836
"3864",2010-11-01,0,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Nov","11","2010","No Playoffs","Summer",0,-1.4726426087836
"3865",2010-12-01,0,"Oakland Athletics",6600,584607,0.5,1418391,17511,57904900,"2010 Dec","12","2010","No Playoffs","Summer",0,-1.4726426087836
"3866",2011-01-01,0,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Jan","1","2011","No Playoffs","Summer",0,-1.4726426087836
"3867",2011-02-01,0,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Feb","2","2011","No Playoffs","Summer",0,-1.4726426087836
"3868",2011-03-01,0,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Mar","3","2011","No Playoffs","Summer",0,-1.4726426087836
"3869",2011-04-01,1,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Apr","4","2011","No Playoffs","Opening",0,-0.47460365222162
"3870",2011-05-01,0,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 May","5","2011","No Playoffs","Season",0,-1.4726426087836
"3871",2011-06-01,1,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Jun","6","2011","No Playoffs","Season",0,-0.47460365222162
"3872",2011-07-01,0,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Jul","7","2011","No Playoffs","Season",0,-1.4726426087836
"3873",2011-08-01,0,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Aug","8","2011","No Playoffs","Season",0,-1.4726426087836
"3874",2011-09-01,0,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Sep","9","2011","No Playoffs","Season",0,-1.4726426087836
"3875",2011-10-01,0,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Oct","10","2011","No Playoffs","Playoffs",1,-1.4726426087836
"3876",2011-11-01,0,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Nov","11","2011","No Playoffs","Summer",0,-1.4726426087836
"3877",2011-12-01,0,"Oakland Athletics",2800,584607,0.457,1476791,18232,67094000,"2011 Dec","12","2011","No Playoffs","Summer",0,-1.4726426087836
"3878",2012-01-01,1,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Jan","1","2012","Lost Quarter","Summer",0,-0.47460365222162
"3879",2012-02-01,0,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Feb","2","2012","Lost Quarter","Summer",0,-1.4726426087836
"3880",2012-03-01,0,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Mar","3","2012","Lost Quarter","Summer",0,-1.4726426087836
"3881",2012-04-01,1,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Apr","4","2012","Lost Quarter","Opening",0,-0.47460365222162
"3882",2012-05-01,1,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 May","5","2012","Lost Quarter","Season",0,-0.47460365222162
"3883",2012-06-01,0,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Jun","6","2012","Lost Quarter","Season",0,-1.4726426087836
"3884",2012-07-01,1,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Jul","7","2012","Lost Quarter","Season",0,-0.47460365222162
"3885",2012-08-01,1,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Aug","8","2012","Lost Quarter","Season",0,-0.47460365222162
"3886",2012-09-01,1,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Sep","9","2012","Lost Quarter","Season",0,-0.47460365222162
"3887",2012-10-01,1,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Oct","10","2012","Lost Quarter","Playoffs",1,-0.47460365222162
"3888",2012-11-01,0,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Nov","11","2012","Lost Quarter","Summer",0,-1.4726426087836
"3889",2012-12-01,0,"Oakland Athletics",10000,584607,0.58,1679013,20729,61202500,"2012 Dec","12","2012","Lost Quarter","Summer",0,-1.4726426087836
"3890",2013-01-01,0,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Jan","1","2013","Lost Quarter","Summer",0,-1.4726426087836
"3891",2013-02-01,0,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Feb","2","2013","Lost Quarter","Summer",0,-1.4726426087836
"3892",2013-03-01,0,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Mar","3","2013","Lost Quarter","Summer",0,-1.4726426087836
"3893",2013-04-01,1,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Apr","4","2013","Lost Quarter","Opening",0,-0.47460365222162
"3894",2013-05-01,1,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 May","5","2013","Lost Quarter","Season",0,-0.47460365222162
"3895",2013-06-01,1,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Jun","6","2013","Lost Quarter","Season",0,-0.47460365222162
"3896",2013-07-01,1,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Jul","7","2013","Lost Quarter","Season",0,-0.47460365222162
"3897",2013-08-01,1,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Aug","8","2013","Lost Quarter","Season",0,-0.47460365222162
"3898",2013-09-01,1,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Sep","9","2013","Lost Quarter","Season",0,-0.47460365222162
"3899",2013-10-01,1,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Oct","10","2013","Lost Quarter","Playoffs",1,-0.47460365222162
"3900",2013-11-01,0,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Nov","11","2013","Lost Quarter","Summer",0,-1.4726426087836
"3901",2013-12-01,0,"Oakland Athletics",3300,584607,0.593,1809302,22337,69440000,"2013 Dec","12","2013","Lost Quarter","Summer",0,-1.4726426087836
"3902",2014-01-01,0,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Jan","1","2014","Lost WC","Summer",0,-1.4726426087836
"3903",2014-02-01,0,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Feb","2","2014","Lost WC","Summer",0,-1.4726426087836
"3904",2014-03-01,0,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Mar","3","2014","Lost WC","Summer",0,-1.4726426087836
"3905",2014-04-01,1,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Apr","4","2014","Lost WC","Opening",0,-0.47460365222162
"3906",2014-05-01,1,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 May","5","2014","Lost WC","Season",0,-0.47460365222162
"3907",2014-06-01,1,"Oakland Athletics",2000,584607,0.543,2003628,24736,89160900,"2014 Jun","6","2014","Lost WC","Season",0,-0.47460365222162
