Year,Tm,Attendance,Attend/G,BatAge,PAge,BPF,PPF,#HOF,#A-S,#a-tA-S,Est. Payroll,Time,Managers
2012,HOU,"1,607,733","19,849",26.6,27.2,100,102,0,1,8,"$37,651,000 ",3:02,Mills and DeFrancesco
2012,KCR,"1,739,859","21,480",26.1,27.3,102,102,0,1,14,"$61,747,075 ",2:57,Yost
2012,LAA,"3,061,770","37,800",28.7,30.1,94,93,0,4,16,"$141,073,500 ",2:57,Scioscia
2012,LAD,"3,324,246","41,040",30.4,29,96,96,0,2,15,"$177,033,600 ",3:05,Mattingly
2012,MIA,"2,219,444","27,401",28.3,28.8,102,103,0,1,14,"$107,678,000 ",2:57,Guillen
2012,MIL,"2,831,385","34,955",29.2,29,105,104,0,1,16,"$95,717,000 ",3:08,Roenicke
2012,MIN,"2,776,354","34,276",28.9,27.8,98,100,0,1,9,"$99,066,000 ",2:59,Gardenhire
2012,NYM,"2,242,803","27,689",27.9,30.3,95,96,0,2,9,"$91,621,424 ",2:56,Collins
2012,NYY,"3,542,406","43,733",32.9,30.3,104,103,2,4,20,"$197,977,900 ",3:07,Girardi
2012,OAK,"1,679,013","20,729",27.7,27.9,95,95,0,1,13,"$61,202,500 ",3:02,Melvin
2012,PHI,"3,565,718","44,021",31.1,29.1,102,102,2,3,15,"$171,501,558 ",2:56,Manuel
2012,PIT,"2,091,918","25,826",27.6,30.2,95,95,0,2,15,"$70,077,000 ",3:01,Hurdle
2012,SDP,"2,123,721","26,219",27.4,28,91,91,0,1,12,"$55,494,700 ",2:56,Black
2012,SEA,"1,721,920","21,258",27,27.9,92,93,0,1,12,"$78,235,600 ",2:56,Wedge
2012,SFG,"3,377,371","41,696",27.8,30,89,89,0,4,15,"$117,637,350 ",3:02,Bochy
2012,STL,"3,262,109","40,273",29.2,28.6,98,96,0,6,16,"$112,071,000 ",3:01,Matheny
2012,TBR,"1,559,681","19,255",29.7,28.1,95,94,0,2,12,"$63,368,700 ",3:06,Maddon
2012,TEX,"3,460,280","42,720",29.7,28.8,109,107,0,8,17,"$124,119,900 ",3:00,Washington
2012,TOR,"2,099,663","25,922",27.8,27.8,102,103,0,1,10,"$82,352,700 ",2:58,Farrell
2012,WSN,"2,370,794","29,269",27.2,27,101,101,0,4,14,"$92,386,000 ",3:03,Johnson
2013,ARI,"2,134,895","26,357",28.1,27.6,102,103,0,2,11,"$80,060,500 ",3:08,Gibson
2013,ATL,"2,548,679","31,465",26.8,27.2,101,100,0,3,12,"$95,618,750 ",2:59,Gonzalez
2013,BAL,"2,357,561","29,106",27.8,27.9,103,102,0,5,17,"$100,832,000 ",3:01,Showalter
2013,BOS,"2,833,333","34,979",29.6,30.2,103,103,0,3,20,"$175,395,500 ",3:15,Farrell
2013,CHC,"2,642,682","32,626",27.9,28.7,102,103,0,1,9,"$67,874,166 ",3:07,Sveum
2013,CHW,"1,768,413","21,832",29.2,27.1,104,105,0,2,11,"$81,401,900 ",3:02,Ventura
2013,CIN,"2,492,101","31,151",28.5,27.7,101,101,0,3,15,"$106,255,535 ",3:08,Baker
2013,CLE,"1,572,926","19,419",28.7,27.5,95,95,0,2,16,"$87,342,433 ",3:03,Francona
2013,COL,"2,793,828","34,492",27.7,28.3,118,119,0,3,12,"$73,768,000 ",3:05,Weiss
2013,DET,"3,083,397","38,067",30,28.4,104,104,0,6,12,"$154,407,000 ",3:06,Leyland
2013,HOU,"1,651,883","20,394",25.9,27.2,99,101,0,1,5,"$14,672,300 ",3:12,Porter
2013,KCR,"1,750,754","21,614",26.9,28.9,103,103,0,3,16,"$87,426,250 ",2:55,Yost
2013,LAA,"3,019,505","37,278",27.8,29.1,94,94,0,1,10,"$116,532,500 ",3:12,Scioscia
2013,LAD,"3,743,527","46,216",30.6,28.1,96,95,0,1,21,"$254,161,000 ",3:07,Mattingly
2013,MIA,"1,586,322","19,584",27.7,26,102,103,0,1,8,"$24,761,900 ",2:57,Redmond
2013,MIL,"2,531,105","31,248",27.9,28.8,103,103,0,2,12,"$86,945,000 ",3:03,Roenicke
2013,MIN,"2,477,644","30,588",28.3,28.3,101,102,0,2,7,"$63,042,500 ",3:06,Gardenhire
2013,NYM,"2,135,657","26,366",28.3,29.1,94,95,0,2,7,"$69,425,860 ",3:08,Collins
2013,NYY,"3,279,589","40,489",31.9,31.8,100,100,2,2,17,"$246,534,750 ",3:05,Girardi
2013,OAK,"1,809,302","22,337",28.3,28.3,98,97,0,2,15,"$69,440,000 ",3:05,Melvin
2013,PHI,"3,012,403","37,190",30,28.7,100,100,1,2,10,"$150,860,000 ",2:59,Manuel and Sandberg
2013,PIT,"2,256,862","27,862",27.9,28.7,95,95,0,5,19,"$99,230,000 ",3:06,Hurdle
2013,SDP,"2,166,691","26,749",28.1,28.8,91,91,0,1,11,"$65,988,600 ",3:00,Black
2013,SEA,"1,761,546","21,747",28.6,28,92,92,0,2,8,"$78,887,000 ",3:04,Wedge
2013,SFG,"3,369,106","41,087",28.7,29.6,93,92,0,4,12,"$139,845,667 ",3:05,Bochy
2013,STL,"3,369,769","41,602",28.7,26.9,101,100,0,6,15,"$112,583,000 ",3:01,Matheny
2013,TBR,"1,510,300","18,646",29.5,29,97,96,0,2,11,"$71,163,500 ",3:11,Maddon
2013,TEX,"3,178,273","38,759",29.6,27.9,103,103,0,3,16,"$139,261,200 ",3:04,Washington
2013,TOR,"2,536,562","31,316",29,30.9,102,103,0,4,12,"$124,517,800 ",2:55,Gibbons
2013,WSN,"2,652,422","32,746",27.7,27.7,103,101,0,2,14,"$112,493,250 ",2:57,Johnson
2014,ARI,"2,073,730","25,602",27.6,28,102,102,0,2,13,"$89,926,500 ",3:03,Gibson and Trammell
2014,ATL,"2,354,305","29,065",26.8,27.3,98,97,0,3,11,"$108,081,500 ",3:04,Gonzalez
2014,BAL,"2,464,473","30,426",28.3,27.7,103,103,0,3,16,"$109,097,500 ",3:07,Showalter
2014,BOS,"2,956,089","36,495",29.2,29.9,104,104,0,2,21,"$134,628,929 ",3:17,Farrell
2014,CHC,"2,652,113","32,742",26.8,28,102,103,0,3,7,"$59,800,500 ",3:12,Renteria
2014,CHW,"1,650,821","20,381",27.7,27.4,97,98,0,3,7,"$87,475,500 ",3:08,Ventura
2014,CIN,"2,476,664","30,576",29,28,100,100,0,5,11,"$102,230,000 ",3:03,Price
2014,CLE,"1,437,393","17,746",28.6,27.2,103,102,0,1,14,"$73,509,399 ",3:12,Francona
2014,COL,"2,680,329","33,090",27.4,28.5,116,116,0,2,9,"$95,403,500 ",3:12,Weiss
2014,DET,"2,917,209","36,015",29.8,28.5,101,101,0,4,17,"$169,135,500 ",3:14,Ausmus
2014,HOU,"1,751,829","21,628",25.4,27.9,100,101,0,1,6,"$44,736,800 ",3:10,Porter and Lawless
2014,KCR,"1,956,482","24,154",28.2,28.9,104,103,0,3,16,"$89,804,075 ",3:02,Yost
2014,LAA,"3,095,935","38,221",29.3,28.4,95,94,0,2,13,"$128,667,000 ",3:15,Scioscia
2014,LAD,"3,782,337","46,696",29.3,29.9,96,95,0,4,21,"$233,386,026 ",3:14,Mattingly
2014,MIA,"1,732,283","21,386",27.4,26.4,100,101,0,2,12,"$42,365,400 ",3:05,Redmond
2014,MIL,"2,797,384","34,536",28.8,29,103,103,0,4,15,"$109,567,000 ",3:07,Roenicke
2014,MIN,"2,250,606","27,785",27.5,29.2,102,102,0,2,10,"$87,044,000 ",3:07,Gardenhire
2014,NYM,"2,148,808","26,528",28.4,28.9,94,94,0,1,9,"$82,663,615 ",3:08,Collins
2014,NYY,"3,401,624","41,995",32.8,29.3,100,100,1,3,19,"$258,118,959 ",3:12,Girardi
2014,OAK,"2,003,628","24,736",29.6,28.2,98,97,0,6,16,"$89,160,900 ",3:05,Melvin
2014,PHI,"2,423,852","29,924",30.8,30.1,101,102,0,1,12,"$176,444,967 ",3:09,Sandberg
2014,PIT,"2,442,564","30,155",27.3,28.1,99,98,0,3,14,"$80,729,000 ",3:09,Hurdle
2014,SDP,"2,195,373","27,103",27.9,28.8,92,92,0,2,6,"$76,662,100 ",3:01,Black
2014,SEA,"2,064,334","25,486",27.5,29,95,95,0,4,10,"$95,471,000 ",2:59,McClendon
2014,SFG,"3,368,697","41,589",28.6,31.7,95,94,0,3,16,"$163,510,167 ",3:05,Bochy
2014,STL,"3,540,649","43,712",28.6,27.2,100,99,0,4,15,"$129,932,500 ",3:03,Matheny
2014,TBR,"1,446,464","17,858",29.3,28.4,97,97,0,1,13,"$77,814,300 ",3:19,Maddon
2014,TEX,"2,718,733","33,565",28.4,27.9,104,104,0,2,15,"$129,801,239 ",3:06,Washington and Bogar
2014,TOR,"2,375,525","29,327",29.2,29.6,100,99,0,3,14,"$136,466,200 ",3:01,Gibbons
2014,WSN,"2,579,389","31,844",28.8,28.3,104,102,0,2,15,"$137,235,080 ",3:05,Williams
2015,ARI,"2,080,145","25,681",26.6,27.1,105,105,0,2,8,"$64,434,000 ",3:10,Hale
2015,ATL,"2,001,392","24,709",28.8,26.6,97,98,0,1,13,"$104,037,500 ",2:55,Gonzalez
2015,BAL,"2,281,202","29,246",27.9,28.3,102,102,0,4,12,"$112,989,833 ",2:55,Showalter
2015,BOS,"2,880,694","35,564",28.3,28.6,107,107,0,1,19,"$183,931,900 ",3:06,Farrell
2015,CHC,"2,919,122","36,039",26.9,29.3,98,97,0,2,16,"$115,306,610 ",3:02,Maddon
2015,CHW,"1,755,810","21,677",28.2,27.8,96,97,0,1,10,"$112,889,700 ",3:00,Ventura
2015,CIN,"2,419,506","29,870",29.5,27.3,100,101,0,2,12,"$111,572,286 ",3:02,Price
2015,CLE,"1,388,905","17,361",28,27.3,107,107,0,1,13,"$59,163,766 ",3:00,Francona
2015,COL,"2,506,789","30,948",28,28.7,118,118,0,3,8,"$96,438,600 ",3:06,Weiss
2015,DET,"2,726,048","33,655",28.3,28.7,99,99,0,4,16,"$172,284,750 ",3:09,Ausmus
2015,HOU,"2,153,585","26,587",26.3,29.4,97,97,0,2,12,"$93,256,200 ",3:03,Hinch
2015,KCR,"2,708,549","33,439",29.1,30,104,104,0,7,16,"$121,590,475 ",3:00,Yost
2015,LAA,"3,012,765","37,195",28.7,28.3,94,94,0,3,10,"$131,522,500 ",3:00,Scioscia
2015,LAD,"3,764,815","46,479",29.5,28.1,95,94,0,5,16,"$265,140,429 ",3:03,Mattingly
2015,MIA,"1,752,235","21,633",27.9,27.3,96,97,0,2,12,"$71,231,500 ",2:51,Redmond and Jennings
2015,MIL,"2,542,558","31,390",28.1,28.4,100,101,0,2,12,"$70,869,500 ",3:01,Roenicke and Counsell
2015,MIN,"2,220,054","27,408",28.3,29.1,100,101,0,2,11,"$107,755,000 ",2:57,Molitor
2015,NYM,"2,569,753","31,725",28.6,28.2,97,97,0,1,12,"$98,874,473 ",2:56,Collins
2015,NYY,"3,193,795","39,430",31.4,27.4,101,101,0,3,15,"$214,051,957 ",3:08,Girardi
2015,OAK,"1,768,175","21,829",27.9,27.8,97,97,0,2,12,"$64,016,001 ",3:01,Melvin
2015,PHI,"1,831,080","22,606",28,28.5,97,98,0,1,11,"$103,082,167 ",2:58,Sandberg and Mackanin
2015,PIT,"2,498,596","30,847",28.2,29.6,99,99,0,4,15,"$104,457,499 ",3:06,Hurdle
2015,SDP,"2,459,752","30,367",27.6,29.1,95,95,0,1,8,"$125,203,700 ",3:01,"Black, Roberts and Murphy"
2015,SEA,"2,193,581","27,081",28.6,28.6,95,95,0,2,10,"$130,681,400 ",3:01,McClendon
2015,SFG,"3,375,882","41,678",28.9,31.5,99,98,0,4,13,"$180,018,166 ",3:02,Bochy
2015,STL,"3,520,889","43,468",28.4,28.2,101,100,0,6,14,"$128,241,500 ",2:59,Matheny
2015,TBR,"1,287,054","15,322",28.5,26.7,96,97,0,2,10,"$64,571,233 ",2:59,Cash
2015,TEX,"2,491,875","30,764",28.7,28.1,105,105,0,1,12,"$178,860,789 ",3:04,Banister
2015,TOR,"2,794,891","34,505",29.6,29.2,103,102,0,3,19,"$117,917,400 ",2:53,Gibbons
2015,WSN,"2,619,843","32,344",28.4,28.6,102,101,0,2,15,"$176,496,372 ",2:54,Williams
2016,ARI,"2,036,216","25,138",26.7,26.4,107,107,0,1,12,"$78,399,500 ",3:14,Hale
2016,ATL,"2,020,914","24,950",28.9,26.4,98,99,0,1,12,"$74,999,750 ",3:08,Gonzalez and Snitker
2016,BAL,"2,172,344","26,819",28.5,27.9,102,102,0,5,16,"$153,744,833 ",3:00,Showalter
2016,BOS,"2,955,434","36,487",28.5,29,106,106,0,6,16,"$218,682,750 ",3:12,Farrell
2016,CHC,"3,232,420","39,906",27.4,29.9,101,100,0,7,17,"$176,097,333 ",3:05,Maddon
2016,CHW,"1,746,293","21,559",28.3,28.6,96,96,0,2,13,"$113,416,000 ",3:03,Ventura
2016,CIN,"1,894,085","23,384",27.8,27.1,101,102,0,2,9,"$77,329,561 ",3:04,Price
2016,CLE,"1,591,667","19,650",29,28.1,109,107,0,3,13,"$94,511,067 ",3:03,Francona
2016,COL,"2,602,524","32,130",27.8,27.7,116,116,0,2,6,"$89,707,000 ",3:11,Weiss
2016,DET,"2,493,859","31,173",30,29,100,101,0,1,13,"$199,902,000 ",3:05,Ausmus
2016,HOU,"2,306,623","28,477",26.4,28.9,94,93,0,2,11,"$89,498,000 ",3:04,Hinch
2016,KCR,"2,557,712","31,577",28.5,29.9,102,102,0,4,14,"$125,132,675 ",2:59,Yost
2016,LAA,"3,016,142","37,236",28.5,28.4,95,95,0,1,8,"$139,712,000 ",3:04,Scioscia
2016,LAD,"3,703,312","45,720",28.9,28.9,97,96,0,3,17,"$231,342,096 ",3:10,Roberts
2016,MIA,"1,712,417","21,405",28.3,28,93,94,0,4,11,"$72,472,000 ",3:05,Mattingly
2016,MIL,"2,314,614","28,575",27.5,28.1,102,102,0,1,8,"$52,077,500 ",3:08,Counsell
2016,MIN,"1,963,912","24,246",26.9,28.3,100,100,0,1,13,"$93,333,700 ",3:05,Molitor
2016,NYM,"2,789,602","34,440",29.5,28.4,96,96,0,4,12,"$155,221,282 ",3:05,Collins
2016,NYY,"3,063,405","37,820",30.1,27.9,103,102,0,3,19,"$193,229,350 ",3:03,Girardi
2016,OAK,"1,521,506","18,784",28.7,27.9,96,97,0,1,8,"$54,969,067 ",2:56,Melvin
2016,PHI,"1,915,144","23,644",26.9,26.3,99,100,0,1,6,"$84,846,666 ",3:03,Mackanin
2016,PIT,"2,249,201","27,768",28.9,28.6,99,99,0,2,14,"$81,187,933 ",3:11,Hurdle
2016,SDP,"2,351,422","29,030",28.1,28.1,95,95,0,2,11,"$50,656,166 ",3:06,Green
2016,SEA,"2,267,928","27,999",30.5,28.8,96,96,0,1,9,"$137,169,100 ",3:02,Servais
2016,SFG,"3,365,256","41,546",29.1,30,96,96,0,4,15,"$177,021,333 ",3:10,Bochy
2016,STL,"3,444,490","42,525",28.5,28,98,97,0,2,12,"$150,353,500 ",3:01,Matheny
2016,TBR,"1,286,163","15,879",27.7,26.9,95,95,0,1,9,"$48,223,791 ",3:01,Cash
2016,TEX,"2,710,402","33,462",28.4,28.8,107,108,0,2,13,"$212,117,760 ",3:00,Banister
2016,TOR,"3,392,099","41,878",30.1,29.8,102,101,0,5,17,"$182,690,767 ",3:00,Gibbons
2016,WSN,"2,481,938","30,641",28.8,29.1,103,102,0,5,14,"$152,967,400 ",3:08,Baker
2017,ARI,"2,134,375","26,350",28.3,28.7,108,108,0,4,10,"$106,580,200 ",3:09,Lovullo
2017,ATL,"2,505,252","30,929",28.6,29.4,100,100,0,1,12,"$119,705,250 ",3:04,Snitker
2017,BAL,"2,028,424","25,042",28.6,28.2,97,99,0,1,14,"$161,621,633 ",3:09,Showalter
2017,BOS,"2,917,678","36,021",27.3,28.4,105,104,0,3,15,"$200,550,750 ",3:20,Farrell
2017,CHC,"3,199,562","39,501",27.1,30.8,103,101,0,1,16,"$177,210,667 ",3:09,Maddon
2017,CHW,"1,629,470","20,117",26.7,28.7,97,98,0,1,10,"$97,842,000 ",3:10,Renteria
2017,CIN,"1,836,917","22,678",27.2,27.6,101,103,0,2,8,"$79,315,786 ",3:03,Price
2017,CLE,"2,048,138","25,286",28.1,28.9,106,104,0,5,12,"$114,427,167 ",3:06,Francona
2017,COL,"2,953,650","36,465",28.3,27,117,116,0,4,9,"$106,650,000 ",3:11,Black
2017,DET,"2,321,599","28,662",29.6,28.3,101,102,0,2,15,"$118,375,600 ",3:14,Ausmus
2017,HOU,"2,403,671","29,675",28.8,28.5,94,93,0,6,14,"$157,656,400 ",3:10,Hinch
2017,KCR,"2,220,370","27,412",28.9,30.3,101,102,0,3,17,"$127,555,817 ",3:02,Yost
2017,LAA,"3,019,585","37,279",29.9,29.1,97,97,0,1,7,"$181,125,500 ",3:11,Scioscia
2017,LAD,"3,765,856","46,492",27.9,29.7,96,95,0,6,19,"$201,466,263 ",3:11,Roberts
2017,MIA,"1,583,014","20,295",28.3,28.7,90,91,0,2,10,"$111,591,100 ",3:06,Mattingly
2017,MIL,"2,627,705","31,282",27.4,28.3,101,101,0,1,8,"$68,439,300 ",3:10,Counsell
2017,MIN,"2,051,279","25,324",27.1,29.6,100,101,0,3,13,"$103,932,500 ",3:11,Molitor
2017,NYM,"2,460,622","30,378",28.9,27.5,94,95,0,1,11,"$176,615,252 ",3:09,Collins
2017,NYY,"3,154,938","38,950",28.6,27.8,104,103,0,5,16,"$182,424,700 ",3:16,Girardi
2017,OAK,"1,475,721","18,219",28.7,27.9,95,95,0,1,9,"$51,560,000 ",3:09,Melvin
2017,PHI,"1,905,354","23,523",26.6,26.8,98,99,0,1,7,"$86,276,000 ",3:08,Mackanin
2017,PIT,"1,919,447","23,697",28.2,27.1,97,98,0,1,8,"$102,953,333 ",3:07,Hurdle
2017,SDP,"2,138,491","26,401",26.2,27.7,95,97,0,1,7,"$49,248,767 ",3:00,Green
2017,SEA,"2,135,445","26,364",29.6,27.8,95,95,0,2,12,"$172,438,700 ",3:06,Servais
2017,SFG,"3,303,652","40,786",29.5,28.9,98,98,0,1,14,"$177,399,833 ",3:04,Bochy
2017,STL,"3,448,337","42,572",28,28.3,98,97,0,2,15,"$129,652,933 ",3:04,Matheny
2017,TBR,"1,253,619","15,477",28.3,27.6,96,96,0,2,11,"$79,473,033 ",3:13,Cash
2017,TEX,"2,507,760","30,960",28.4,28.8,110,110,0,1,12,"$207,326,274 ",3:13,Banister
2017,TOR,"3,203,886","39,554",31,28.8,101,102,0,2,14,"$158,890,575 ",3:09,Gibbons
2017,WSN,"2,524,980","31,173",29.2,30.1,104,103,0,5,14,"$175,587,301 ",3:09,Baker
2018,RI,"2,242,695","27,688",29.2,29.6,105,104,0,3,11,"$134,850,600 ",3:10,Lovullo
2018,ATL,"2,555,781","31,553",27.4,27.7,101,101,0,4,13,"$115,848,667 ",3:04,Snitker
2018,BAL,"1,564,192","19,311",28.4,27.1,98,100,0,1,11,"$141,555,833 ",3:01,Showalter
2018,BOS,"2,895,575","35,748",27.7,28.9,104,103,0,5,16,"$222,205,000 ",3:13,Cora
2018,CHC,"3,181,089","38,794",27.2,30.2,104,103,0,3,14,"$205,373,881 ",3:09,Maddon
2018,CHW,"1,608,817","19,862",26.5,27.6,98,99,0,1,6,"$75,092,000 ",3:08,Renteria
2018,CIN,"1,629,356","20,116",27.2,27.1,102,103,0,3,8,"$94,587,500 ",3:03,Price and Riggleman
2018,CLE,"1,926,701","23,786",29.4,29.4,103,101,0,6,15,"$143,375,233 ",3:03,Francona
2018,COL,"3,015,880","37,233",28.7,27.9,117,117,0,3,9,"$136,658,500 ",3:04,Black
2018,DET,"1,856,970","22,926",27.9,28.6,103,105,0,1,9,"$111,531,000 ",3:00,Gardenhire
2018,HOU,"2,980,549","36,797",28.1,30,99,97,0,6,14,"$172,781,200 ",3:04,Hinch
2018,KCR,"1,665,107","20,557",28.6,27.6,100,101,0,1,6,"$95,199,167 ",2:57,Yost
2018,LAA,"3,020,216","37,287",29.5,27.5,98,98,0,1,7,"$166,849,666 ",3:09,Scioscia
2018,LAD,"3,857,500","47,043",28.1,29.2,98,96,0,3,18,"$164,703,429 ",3:13,Roberts
2018,MIA,"811,104","10,014",27.5,27.6,94,95,0,1,4,"$86,515,143 ",3:02,Mattingly
2018,MIL,"2,850,875","35,196",28.9,28.8,102,101,0,5,14,"$109,295,700 ",3:07,Counsell
2018,MIN,"1,959,197","24,188",28.2,28.5,101,100,0,1,13,"$110,275,000 ",3:10,Molitor
2018,NYM,"2,224,995","27,469",28.4,28,92,92,0,1,17,"$161,403,844 ",3:01,Callaway
2018,NYY,"3,482,855","42,998",27.2,28.8,100,98,0,4,16,"$160,743,032 ",3:11,Boone
2018,OAK,"1,573,616","19,427",28,29.2,97,97,0,2,10,"$69,883,333 ",3:05,Melvin
2018,PHI,"2,158,124","26,644",26.7,26.8,102,102,0,1,8,"$93,874,333 ",3:10,Kapler
2018,PIT,"1,465,316","18,316",27.8,26.5,96,97,0,1,8,"$88,141,000 ",3:04,Hurdle
2018,SDP,"2,168,536","26,772",26.9,27.7,93,95,0,1,6,"$93,821,067 ",3:00,Green
2018,SEA,"2,299,489","28,389",29.8,29,94,95,0,4,13,"$157,090,065 ",2:58,Servais
2018,SFG,"3,156,185","38,965",29.8,28.6,93,94,0,2,14,"$202,060,277 ",3:01,Bochy
2018,STL,"3,403,587","42,020",28.1,26.7,97,96,0,2,12,"$157,713,667 ",3:10,Matheny and Shildt
2018,TBR,"1,154,973","14,259",27.1,27.1,97,96,0,2,9,"$46,011,667 ",3:01,Cash
2018,TEX,"2,107,107","26,014",27.4,30.4,110,111,0,1,9,"$106,099,628 ",3:04,Banister and Wakamatsu
2018,TOR,"2,325,281","28,707",29,29.3,98,99,0,1,11,"$151,670,772 ",2:59,Gibbons
2018,WSN,"2,529,604","31,230",27.5,30.2,106,105,0,2,14,"$188,886,699 ",3:07,Martinez
2019,ARI,"2,135,510","26,364",28.7,28.6,101,101,0,2,7,"$124,016,266 ",3:15,Lovullo
2019,ATL,"2,655,100","32,779",28,27.5,105,103,0,3,17,"$133,186,667 ",3:13,Snitker
2019,BAL,"1,307,807","16,146",26.5,27.3,99,102,0,1,3,"$82,696,100 ",3:07,Hyde
2019,BOS,"2,924,627","36,107",27.3,29,105,104,0,3,11,"$218,978,142 ",3:25,Cora
2019,CHC,"3,094,865","38,208",27.7,31.1,102,101,0,3,16,"$217,805,215 ",3:12,Maddon
2019,CHW,"1,649,775","20,622",27.6,27.6,97,99,0,3,8,"$80,846,333 ",3:10,Renteria
2019,CIN,"1,808,685","22,329",27.9,28.2,103,103,0,2,11,"$109,737,499 ",3:03,Bell
2019,CLE,"1,738,642","21,465",27.8,28.3,104,102,0,4,13,"$151,257,783 ",3:03,Francona
2019,COL,"2,993,244","36,954",28.2,27.3,118,118,0,4,8,"$145,348,500 ",3:14,Black
2019,DET,"1,501,430","18,536",27.6,27.8,102,104,0,1,9,"$100,618,500 ",3:01,Gardenhire
2019,HOU,"2,857,367","35,276",28.9,29.9,103,100,0,6,15,"$166,042,500 ",3:05,Hinch
2019,KCR,"1,479,659","18,267",27.6,27.9,101,102,0,1,3,"$98,183,242 ",3:03,Yost
2019,LAA,"3,019,012","37,272",28.8,27,98,98,0,2,8,"$177,345,250 ",3:15,Ausmus
2019,LAD,"3,974,309","49,066",27.9,28.9,96,94,0,5,13,"$193,553,333 ",3:12,Roberts
2019,MIA,"811,302","10,016",28.4,26.5,94,96,0,1,5,"$74,683,643 ",3:05,Mattingly
2019,MIL,"2,923,333","36,091",28.9,28.7,101,101,0,5,11,"$128,842,900 ",3:16,Counsell
2019,MIN,"2,294,152","28,323",27.8,28.2,100,99,0,3,9,"$113,758,333 ",3:14,Baldelli
2019,NYM,"2,442,532","30,155",27.9,28.6,92,92,0,3,16,"$154,837,230 ",3:09,Callaway
2019,NYY,"3,304,404","40,795",28.3,30.2,98,96,0,5,15,"$228,442,421 ",3:11,Boone
2019,OAK,"1,662,211","20,521",27.8,30.8,95,93,0,2,6,"$102,935,833 ",3:07,Melvin
2019,PHI,"2,727,421","33,672",27.6,28.4,102,102,0,1,12,"$141,786,962 ",3:15,Kapler
2019,PIT,"1,491,439","18,413",27.4,27.2,96,97,0,2,7,"$72,915,501 ",3:12,Hurdle and Prince
2019,SDP,"2,396,399","29,585",26.1,26.3,95,96,0,1,5,"$90,260,767 ",3:07,Green and Barajas
2019,SEA,"1,791,720","22,120",27.8,28.6,93,94,0,1,8,"$126,874,600 ",3:08,Servais
2019,SFG,"2,707,760","33,429",29.9,28.9,94,95,0,1,15,"$175,550,753 ",3:07,Bochy
2019,STL,"3,480,393","42,968",28.8,27.8,98,97,0,1,12,"$161,120,267 ",3:10,Shildt
2019,TBR,"1,178,735","14,552",27.2,27.8,97,96,0,3,6,"$56,071,767 ",3:11,Cash
2019,TEX,"2,132,994","26,333",28.8,28.3,111,112,0,3,9,"$104,433,499 ",3:11,Woodward
2019,TOR,"1,750,144","21,607",25.9,28,97,98,0,1,5,"$64,680,671 ",3:07,Montoyo
2019,WSN,"2,259,781","27,899",28.7,30.8,106,104,0,2,14,"$203,016,595 ",3:12,Martinez
